Archivo: a280.tsp, semilla: 15391952
Permutacion Pos1: (246(Ciudad: 142)) -> Pos2: (98(Ciudad: 70)). Coste sin permutar: 22250.395282210076, Coste con permutacion: 22080.83919447766

Permutacion Pos1: (234(Ciudad: 225)) -> Pos2: (241(Ciudad: 7)). Coste sin permutar: 22080.83919447766, Coste con permutacion: 21911.675009768147

Permutacion Pos1: (89(Ciudad: 276)) -> Pos2: (128(Ciudad: 218)). Coste sin permutar: 21911.675009768147, Coste con permutacion: 21695.18448720527

Permutacion Pos1: (245(Ciudad: 234)) -> Pos2: (277(Ciudad: 74)). Coste sin permutar: 21695.18448720527, Coste con permutacion: 21525.587952950016

Permutacion Pos1: (147(Ciudad: 179)) -> Pos2: (13(Ciudad: 11)). Coste sin permutar: 21525.587952950016, Coste con permutacion: 21270.824803386466

Permutacion Pos1: (176(Ciudad: 188)) -> Pos2: (129(Ciudad: 214)). Coste sin permutar: 21270.824803386466, Coste con permutacion: 21011.36161683081

Permutacion Pos1: (98(Ciudad: 13)) -> Pos2: (235(Ciudad: 142)). Coste sin permutar: 21011.36161683081, Coste con permutacion: 20828.776999941434

Permutacion Pos1: (122(Ciudad: 148)) -> Pos2: (17(Ciudad: 190)). Coste sin permutar: 20828.776999941434, Coste con permutacion: 20586.102176498476

Permutacion Pos1: (232(Ciudad: 140)) -> Pos2: (26(Ciudad: 8)). Coste sin permutar: 20586.102176498476, Coste con permutacion: 20405.48597272076

Permutacion Pos1: (21(Ciudad: 56)) -> Pos2: (197(Ciudad: 266)). Coste sin permutar: 20405.48597272076, Coste con permutacion: 20163.836443920714

Permutacion Pos1: (127(Ciudad: 222)) -> Pos2: (67(Ciudad: 259)). Coste sin permutar: 20163.836443920714, Coste con permutacion: 19999.50834509228

Permutacion Pos1: (15(Ciudad: 261)) -> Pos2: (107(Ciudad: 119)). Coste sin permutar: 19999.50834509228, Coste con permutacion: 19797.52710416019

Permutacion Pos1: (187(Ciudad: 78)) -> Pos2: (262(Ciudad: 249)). Coste sin permutar: 19797.52710416019, Coste con permutacion: 19587.371168846887

Permutacion Pos1: (155(Ciudad: 78)) -> Pos2: (262(Ciudad: 216)). Coste sin permutar: 19587.371168846887, Coste con permutacion: 19427.994669722164

Permutacion Pos1: (259(Ciudad: 53)) -> Pos2: (159(Ciudad: 97)). Coste sin permutar: 19427.994669722164, Coste con permutacion: 19220.892050777526

Permutacion Pos1: (198(Ciudad: 16)) -> Pos2: (58(Ciudad: 92)). Coste sin permutar: 19220.892050777526, Coste con permutacion: 19044.96706094652

Permutacion Pos1: (223(Ciudad: 91)) -> Pos2: (184(Ciudad: 227)). Coste sin permutar: 19044.96706094652, Coste con permutacion: 18873.153245215395

Permutacion Pos1: (159(Ciudad: 191)) -> Pos2: (130(Ciudad: 53)). Coste sin permutar: 18873.153245215395, Coste con permutacion: 18721.21284462925

Permutacion Pos1: (179(Ciudad: 227)) -> Pos2: (223(Ciudad: 275)). Coste sin permutar: 18721.21284462925, Coste con permutacion: 18571.012592653

Permutacion Pos1: (64(Ciudad: 244)) -> Pos2: (250(Ciudad: 263)). Coste sin permutar: 18571.012592653, Coste con permutacion: 18389.052173926317

Permutacion Pos1: (13(Ciudad: 58)) -> Pos2: (183(Ciudad: 179)). Coste sin permutar: 18389.052173926317, Coste con permutacion: 18272.379199045445

Permutacion Pos1: (263(Ciudad: 19)) -> Pos2: (57(Ciudad: 95)). Coste sin permutar: 18272.379199045445, Coste con permutacion: 18178.010290349946

Permutacion Pos1: (190(Ciudad: 149)) -> Pos2: (8(Ciudad: 39)). Coste sin permutar: 18178.010290349946, Coste con permutacion: 18057.22446808813

Permutacion Pos1: (248(Ciudad: 277)) -> Pos2: (233(Ciudad: 41)). Coste sin permutar: 18057.22446808813, Coste con permutacion: 17991.230056424854

Permutacion Pos1: (84(Ciudad: 197)) -> Pos2: (91(Ciudad: 107)). Coste sin permutar: 17991.230056424854, Coste con permutacion: 17877.38151933986

Permutacion Pos1: (207(Ciudad: 6)) -> Pos2: (75(Ciudad: 230)). Coste sin permutar: 17877.38151933986, Coste con permutacion: 17733.60222049123

Permutacion Pos1: (183(Ciudad: 174)) -> Pos2: (40(Ciudad: 58)). Coste sin permutar: 17733.60222049123, Coste con permutacion: 17602.907018645004

Permutacion Pos1: (92(Ciudad: 222)) -> Pos2: (67(Ciudad: 63)). Coste sin permutar: 17602.907018645004, Coste con permutacion: 17502.410668559438

Permutacion Pos1: (186(Ciudad: 2)) -> Pos2: (279(Ciudad: 220)). Coste sin permutar: 17502.410668559438, Coste con permutacion: 17392.28676341539

Permutacion Pos1: (227(Ciudad: 83)) -> Pos2: (165(Ciudad: 93)). Coste sin permutar: 17392.28676341539, Coste con permutacion: 17331.95106482654

Permutacion Pos1: (273(Ciudad: 187)) -> Pos2: (81(Ciudad: 235)). Coste sin permutar: 17331.95106482654, Coste con permutacion: 17187.83420071182

Permutacion Pos1: (81(Ciudad: 280)) -> Pos2: (272(Ciudad: 187)). Coste sin permutar: 17187.83420071182, Coste con permutacion: 17062.519632249107

Permutacion Pos1: (78(Ciudad: 77)) -> Pos2: (261(Ciudad: 193)). Coste sin permutar: 17062.519632249107, Coste con permutacion: 16968.38795460149

Permutacion Pos1: (146(Ciudad: 159)) -> Pos2: (36(Ciudad: 24)). Coste sin permutar: 16968.38795460149, Coste con permutacion: 16918.484012356636

Permutacion Pos1: (195(Ciudad: 169)) -> Pos2: (168(Ciudad: 66)). Coste sin permutar: 16918.484012356636, Coste con permutacion: 16830.506141440612

Permutacion Pos1: (12(Ciudad: 97)) -> Pos2: (259(Ciudad: 200)). Coste sin permutar: 16830.506141440612, Coste con permutacion: 16713.641170116498

Permutacion Pos1: (29(Ciudad: 265)) -> Pos2: (15(Ciudad: 182)). Coste sin permutar: 16713.641170116498, Coste con permutacion: 16620.125688349548

Permutacion Pos1: (237(Ciudad: 9)) -> Pos2: (208(Ciudad: 163)). Coste sin permutar: 16620.125688349548, Coste con permutacion: 16551.989234953973

Permutacion Pos1: (67(Ciudad: 17)) -> Pos2: (258(Ciudad: 222)). Coste sin permutar: 16551.989234953973, Coste con permutacion: 16492.293794138473

Permutacion Pos1: (224(Ciudad: 268)) -> Pos2: (27(Ciudad: 234)). Coste sin permutar: 16492.293794138473, Coste con permutacion: 16420.54942615889

Permutacion Pos1: (208(Ciudad: 99)) -> Pos2: (268(Ciudad: 9)). Coste sin permutar: 16420.54942615889, Coste con permutacion: 16291.278464137582

Permutacion Pos1: (45(Ciudad: 195)) -> Pos2: (108(Ciudad: 29)). Coste sin permutar: 16291.278464137582, Coste con permutacion: 16219.545640493297

Permutacion Pos1: (137(Ciudad: 138)) -> Pos2: (28(Ciudad: 255)). Coste sin permutar: 16219.545640493297, Coste con permutacion: 16068.914350904159

Permutacion Pos1: (222(Ciudad: 264)) -> Pos2: (51(Ciudad: 51)). Coste sin permutar: 16068.914350904159, Coste con permutacion: 15989.824050925112

Permutacion Pos1: (184(Ciudad: 169)) -> Pos2: (168(Ciudad: 44)). Coste sin permutar: 15989.824050925112, Coste con permutacion: 15916.213434105084

Permutacion Pos1: (89(Ciudad: 10)) -> Pos2: (127(Ciudad: 249)). Coste sin permutar: 15916.213434105084, Coste con permutacion: 15830.416397621935

Permutacion Pos1: (271(Ciudad: 22)) -> Pos2: (202(Ciudad: 236)). Coste sin permutar: 15830.416397621935, Coste con permutacion: 15710.306648104939

Permutacion Pos1: (49(Ciudad: 255)) -> Pos2: (137(Ciudad: 202)). Coste sin permutar: 15710.306648104939, Coste con permutacion: 15615.801393632464

Permutacion Pos1: (23(Ciudad: 28)) -> Pos2: (131(Ciudad: 141)). Coste sin permutar: 15615.801393632464, Coste con permutacion: 15560.196993945701

Permutacion Pos1: (189(Ciudad: 220)) -> Pos2: (186(Ciudad: 57)). Coste sin permutar: 15560.196993945701, Coste con permutacion: 15424.782038950476

Permutacion Pos1: (209(Ciudad: 101)) -> Pos2: (197(Ciudad: 258)). Coste sin permutar: 15424.782038950476, Coste con permutacion: 15381.621787364631

Permutacion Pos1: (126(Ciudad: 181)) -> Pos2: (11(Ciudad: 25)). Coste sin permutar: 15381.621787364631, Coste con permutacion: 15311.731014235334

Permutacion Pos1: (230(Ciudad: 78)) -> Pos2: (262(Ciudad: 4)). Coste sin permutar: 15311.731014235334, Coste con permutacion: 15285.37590075064

Permutacion Pos1: (231(Ciudad: 132)) -> Pos2: (62(Ciudad: 5)). Coste sin permutar: 15285.37590075064, Coste con permutacion: 15191.334919692765

Permutacion Pos1: (63(Ciudad: 167)) -> Pos2: (174(Ciudad: 18)). Coste sin permutar: 15191.334919692765, Coste con permutacion: 15162.376799994443

Permutacion Pos1: (85(Ciudad: 126)) -> Pos2: (185(Ciudad: 111)). Coste sin permutar: 15162.376799994443, Coste con permutacion: 15132.04116067374

Permutacion Pos1: (34(Ciudad: 84)) -> Pos2: (171(Ciudad: 175)). Coste sin permutar: 15132.04116067374, Coste con permutacion: 15042.88012158673

Permutacion Pos1: (115(Ciudad: 192)) -> Pos2: (198(Ciudad: 40)). Coste sin permutar: 15042.88012158673, Coste con permutacion: 15014.296275659324

Permutacion Pos1: (94(Ciudad: 161)) -> Pos2: (80(Ciudad: 164)). Coste sin permutar: 15014.296275659324, Coste con permutacion: 14971.482584844525

Permutacion Pos1: (11(Ciudad: 175)) -> Pos2: (34(Ciudad: 181)). Coste sin permutar: 14971.482584844525, Coste con permutacion: 14937.312936057127

Permutacion Pos1: (117(Ciudad: 160)) -> Pos2: (41(Ciudad: 82)). Coste sin permutar: 14937.312936057127, Coste con permutacion: 14880.635704103037

Permutacion Pos1: (211(Ciudad: 178)) -> Pos2: (2(Ciudad: 163)). Coste sin permutar: 14880.635704103037, Coste con permutacion: 14778.227366071205

Permutacion Pos1: (65(Ciudad: 220)) -> Pos2: (186(Ciudad: 147)). Coste sin permutar: 14778.227366071205, Coste con permutacion: 14743.271826640243

Permutacion Pos1: (247(Ciudad: 242)) -> Pos2: (275(Ciudad: 50)). Coste sin permutar: 14743.271826640243, Coste con permutacion: 14670.286981635301

Permutacion Pos1: (189(Ciudad: 261)) -> Pos2: (107(Ciudad: 57)). Coste sin permutar: 14670.286981635301, Coste con permutacion: 14644.856898949554

Permutacion Pos1: (19(Ciudad: 247)) -> Pos2: (277(Ciudad: 157)). Coste sin permutar: 14644.856898949554, Coste con permutacion: 14609.316127053014

Permutacion Pos1: (173(Ciudad: 39)) -> Pos2: (160(Ciudad: 103)). Coste sin permutar: 14609.316127053014, Coste con permutacion: 14459.271189204661

Permutacion Pos1: (131(Ciudad: 142)) -> Pos2: (98(Ciudad: 28)). Coste sin permutar: 14459.271189204661, Coste con permutacion: 14429.185056074952

Permutacion Pos1: (192(Ciudad: 257)) -> Pos2: (104(Ciudad: 56)). Coste sin permutar: 14429.185056074952, Coste con permutacion: 14380.953907020463

Permutacion Pos1: (69(Ciudad: 266)) -> Pos2: (14(Ciudad: 201)). Coste sin permutar: 14380.953907020463, Coste con permutacion: 14335.83824157019

Permutacion Pos1: (27(Ciudad: 90)) -> Pos2: (169(Ciudad: 268)). Coste sin permutar: 14335.83824157019, Coste con permutacion: 14310.811284404226

Permutacion Pos1: (86(Ciudad: 130)) -> Pos2: (46(Ciudad: 115)). Coste sin permutar: 14310.811284404226, Coste con permutacion: 14266.348753766466

Permutacion Pos1: (220(Ciudad: 105)) -> Pos2: (110(Ciudad: 47)). Coste sin permutar: 14266.348753766466, Coste con permutacion: 14221.188395997475

Permutacion Pos1: (171(Ciudad: 252)) -> Pos2: (150(Ciudad: 84)). Coste sin permutar: 14221.188395997475, Coste con permutacion: 14192.143994360895

Permutacion Pos1: (213(Ciudad: 51)) -> Pos2: (222(Ciudad: 73)). Coste sin permutar: 14192.143994360895, Coste con permutacion: 14094.282714133924

Permutacion Pos1: (254(Ciudad: 97)) -> Pos2: (259(Ciudad: 280)). Coste sin permutar: 14094.282714133924, Coste con permutacion: 14071.48231521232

Permutacion Pos1: (183(Ciudad: 133)) -> Pos2: (59(Ciudad: 58)). Coste sin permutar: 14071.48231521232, Coste con permutacion: 13981.46142359432

Permutacion Pos1: (110(Ciudad: 173)) -> Pos2: (79(Ciudad: 105)). Coste sin permutar: 13981.46142359432, Coste con permutacion: 13946.1659348273

Permutacion Pos1: (46(Ciudad: 250)) -> Pos2: (206(Ciudad: 130)). Coste sin permutar: 13946.1659348273, Coste con permutacion: 13915.649221498343

Permutacion Pos1: (140(Ciudad: 103)) -> Pos2: (173(Ciudad: 202)). Coste sin permutar: 13915.649221498343, Coste con permutacion: 13884.256042656492

Permutacion Pos1: (67(Ciudad: 172)) -> Pos2: (118(Ciudad: 222)). Coste sin permutar: 13884.256042656492, Coste con permutacion: 13854.736579824596

Permutacion Pos1: (7(Ciudad: 138)) -> Pos2: (28(Ciudad: 176)). Coste sin permutar: 13854.736579824596, Coste con permutacion: 13813.413681234657

Permutacion Pos1: (1(Ciudad: 15)) -> Pos2: (51(Ciudad: 151)). Coste sin permutar: 13813.413681234657, Coste con permutacion: 13757.74359038586

Permutacion Pos1: (277(Ciudad: 255)) -> Pos2: (137(Ciudad: 247)). Coste sin permutar: 13757.74359038586, Coste con permutacion: 13729.78460811885

Permutacion Pos1: (90(Ciudad: 204)) -> Pos2: (71(Ciudad: 144)). Coste sin permutar: 13729.78460811885, Coste con permutacion: 13695.667593235732

Permutacion Pos1: (212(Ciudad: 107)) -> Pos2: (84(Ciudad: 100)). Coste sin permutar: 13695.667593235732, Coste con permutacion: 13660.998539921466

Permutacion Pos1: (9(Ciudad: 201)) -> Pos2: (69(Ciudad: 180)). Coste sin permutar: 13660.998539921466, Coste con permutacion: 13579.700741513223

Permutacion Pos1: (123(Ciudad: 253)) -> Pos2: (96(Ciudad: 189)). Coste sin permutar: 13579.700741513223, Coste con permutacion: 13561.80864191516

Permutacion Pos1: (172(Ciudad: 147)) -> Pos2: (131(Ciudad: 108)). Coste sin permutar: 13561.80864191516, Coste con permutacion: 13530.314707087766

Permutacion Pos1: (275(Ciudad: 40)) -> Pos2: (102(Ciudad: 242)). Coste sin permutar: 13530.314707087766, Coste con permutacion: 13474.957307743554

Permutacion Pos1: (5(Ciudad: 156)) -> Pos2: (3(Ciudad: 153)). Coste sin permutar: 13474.957307743554, Coste con permutacion: 13438.903691271385

Permutacion Pos1: (24(Ciudad: 34)) -> Pos2: (185(Ciudad: 267)). Coste sin permutar: 13438.903691271385, Coste con permutacion: 13392.401156379503

Permutacion Pos1: (74(Ciudad: 278)) -> Pos2: (153(Ciudad: 207)). Coste sin permutar: 13392.401156379503, Coste con permutacion: 13356.548953809544

Permutacion Pos1: (257(Ciudad: 180)) -> Pos2: (9(Ciudad: 243)). Coste sin permutar: 13356.548953809544, Coste con permutacion: 13329.378521059098

Permutacion Pos1: (38(Ciudad: 34)) -> Pos2: (185(Ciudad: 145)). Coste sin permutar: 13329.378521059098, Coste con permutacion: 13283.568496921347

Permutacion Pos1: (61(Ciudad: 263)) -> Pos2: (64(Ciudad: 134)). Coste sin permutar: 13283.568496921347, Coste con permutacion: 13217.161087052442

Permutacion Pos1: (194(Ciudad: 182)) -> Pos2: (239(Ciudad: 81)). Coste sin permutar: 13217.161087052442, Coste con permutacion: 13179.18879003351

Permutacion Pos1: (57(Ciudad: 142)) -> Pos2: (98(Ciudad: 19)). Coste sin permutar: 13179.18879003351, Coste con permutacion: 13149.581602785158

Permutacion Pos1: (135(Ciudad: 146)) -> Pos2: (72(Ciudad: 255)). Coste sin permutar: 13149.581602785158, Coste con permutacion: 13097.121686164424

Permutacion Pos1: (136(Ciudad: 184)) -> Pos2: (82(Ciudad: 210)). Coste sin permutar: 13097.121686164424, Coste con permutacion: 13049.842732135916

Permutacion Pos1: (81(Ciudad: 202)) -> Pos2: (140(Ciudad: 187)). Coste sin permutar: 13049.842732135916, Coste con permutacion: 12994.489252282207

Permutacion Pos1: (105(Ciudad: 71)) -> Pos2: (245(Ciudad: 208)). Coste sin permutar: 12994.489252282207, Coste con permutacion: 12965.175335355809

Permutacion Pos1: (2(Ciudad: 242)) -> Pos2: (275(Ciudad: 178)). Coste sin permutar: 12965.175335355809, Coste con permutacion: 12929.571238042787

Permutacion Pos1: (15(Ciudad: 136)) -> Pos2: (26(Ciudad: 265)). Coste sin permutar: 12929.571238042787, Coste con permutacion: 12855.971940363044

Permutacion Pos1: (136(Ciudad: 280)) -> Pos2: (254(Ciudad: 210)). Coste sin permutar: 12855.971940363044, Coste con permutacion: 12837.998606401117

Permutacion Pos1: (115(Ciudad: 246)) -> Pos2: (240(Ciudad: 62)). Coste sin permutar: 12837.998606401117, Coste con permutacion: 12814.283079607356

Permutacion Pos1: (27(Ciudad: 223)) -> Pos2: (68(Ciudad: 268)). Coste sin permutar: 12814.283079607356, Coste con permutacion: 12775.85519609059

Permutacion Pos1: (189(Ciudad: 248)) -> Pos2: (276(Ciudad: 64)). Coste sin permutar: 12775.85519609059, Coste con permutacion: 12753.568710890944

Permutacion Pos1: (256(Ciudad: 24)) -> Pos2: (204(Ciudad: 245)). Coste sin permutar: 12753.568710890944, Coste con permutacion: 12699.752122280523

Permutacion Pos1: (86(Ciudad: 247)) -> Pos2: (277(Ciudad: 115)). Coste sin permutar: 12699.752122280523, Coste con permutacion: 12659.392845530137

Permutacion Pos1: (176(Ciudad: 217)) -> Pos2: (188(Ciudad: 214)). Coste sin permutar: 12659.392845530137, Coste con permutacion: 12644.267717526938

Permutacion Pos1: (133(Ciudad: 170)) -> Pos2: (121(Ciudad: 262)). Coste sin permutar: 12644.267717526938, Coste con permutacion: 12602.662654101528

Permutacion Pos1: (142(Ciudad: 210)) -> Pos2: (136(Ciudad: 66)). Coste sin permutar: 12602.662654101528, Coste con permutacion: 12564.835973760015

Permutacion Pos1: (122(Ciudad: 131)) -> Pos2: (42(Ciudad: 190)). Coste sin permutar: 12564.835973760015, Coste con permutacion: 12529.872228097756

Permutacion Pos1: (196(Ciudad: 225)) -> Pos2: (225(Ciudad: 94)). Coste sin permutar: 12529.872228097756, Coste con permutacion: 12490.890700090453

Permutacion Pos1: (246(Ciudad: 131)) -> Pos2: (42(Ciudad: 70)). Coste sin permutar: 12490.890700090453, Coste con permutacion: 12462.086689598418

Permutacion Pos1: (149(Ciudad: 253)) -> Pos2: (96(Ciudad: 30)). Coste sin permutar: 12462.086689598418, Coste con permutacion: 12441.702711857557

Permutacion Pos1: (230(Ciudad: 116)) -> Pos2: (116(Ciudad: 4)). Coste sin permutar: 12441.702711857557, Coste con permutacion: 12411.360502150437

Permutacion Pos1: (116(Ciudad: 135)) -> Pos2: (25(Ciudad: 116)). Coste sin permutar: 12411.360502150437, Coste con permutacion: 12363.360502150437

Permutacion Pos1: (229(Ciudad: 200)) -> Pos2: (66(Ciudad: 279)). Coste sin permutar: 12363.360502150437, Coste con permutacion: 12351.071199713173

Permutacion Pos1: (75(Ciudad: 241)) -> Pos2: (255(Ciudad: 216)). Coste sin permutar: 12351.071199713173, Coste con permutacion: 12336.594944681166

Permutacion Pos1: (9(Ciudad: 35)) -> Pos2: (217(Ciudad: 180)). Coste sin permutar: 12336.594944681166, Coste con permutacion: 12298.049962566809

Permutacion Pos1: (13(Ciudad: 55)) -> Pos2: (215(Ciudad: 149)). Coste sin permutar: 12298.049962566809, Coste con permutacion: 12283.592356157855

Permutacion Pos1: (36(Ciudad: 82)) -> Pos2: (117(Ciudad: 194)). Coste sin permutar: 12283.592356157855, Coste con permutacion: 12263.97130039021

Permutacion Pos1: (2(Ciudad: 85)) -> Pos2: (170(Ciudad: 178)). Coste sin permutar: 12263.97130039021, Coste con permutacion: 12256.364082114485

Permutacion Pos1: (245(Ciudad: 188)) -> Pos2: (80(Ciudad: 71)). Coste sin permutar: 12256.364082114485, Coste con permutacion: 12233.01234778954

Permutacion Pos1: (27(Ciudad: 39)) -> Pos2: (160(Ciudad: 268)). Coste sin permutar: 12233.01234778954, Coste con permutacion: 12190.591827533615

Permutacion Pos1: (257(Ciudad: 217)) -> Pos2: (188(Ciudad: 248)). Coste sin permutar: 12190.591827533615, Coste con permutacion: 12174.762737194535

Permutacion Pos1: (263(Ciudad: 250)) -> Pos2: (206(Ciudad: 76)). Coste sin permutar: 12174.762737194535, Coste con permutacion: 12145.615822519245

Permutacion Pos1: (162(Ciudad: 203)) -> Pos2: (70(Ciudad: 88)). Coste sin permutar: 12145.615822519245, Coste con permutacion: 12131.171635079587

Permutacion Pos1: (171(Ciudad: 24)) -> Pos2: (235(Ciudad: 84)). Coste sin permutar: 12131.171635079587, Coste con permutacion: 12090.267259274515

Permutacion Pos1: (86(Ciudad: 212)) -> Pos2: (139(Ciudad: 115)). Coste sin permutar: 12090.267259274515, Coste con permutacion: 12042.628108456742

Permutacion Pos1: (117(Ciudad: 83)) -> Pos2: (165(Ciudad: 82)). Coste sin permutar: 12042.628108456742, Coste con permutacion: 11999.80037839292

Permutacion Pos1: (182(Ciudad: 37)) -> Pos2: (219(Ciudad: 57)). Coste sin permutar: 11999.80037839292, Coste con permutacion: 11971.188275707906

Permutacion Pos1: (184(Ciudad: 240)) -> Pos2: (275(Ciudad: 44)). Coste sin permutar: 11971.188275707906, Coste con permutacion: 11918.746503808576

Permutacion Pos1: (128(Ciudad: 175)) -> Pos2: (34(Ciudad: 276)). Coste sin permutar: 11918.746503808576, Coste con permutacion: 11893.774986757495

Permutacion Pos1: (37(Ciudad: 74)) -> Pos2: (262(Ciudad: 143)). Coste sin permutar: 11893.774986757495, Coste con permutacion: 11841.689194074055

Permutacion Pos1: (64(Ciudad: 186)) -> Pos2: (83(Ciudad: 142)). Coste sin permutar: 11841.689194074055, Coste con permutacion: 11827.454095438707

Permutacion Pos1: (123(Ciudad: 131)) -> Pos2: (42(Ciudad: 189)). Coste sin permutar: 11827.454095438707, Coste con permutacion: 11775.222353086696

Permutacion Pos1: (55(Ciudad: 266)) -> Pos2: (14(Ciudad: 23)). Coste sin permutar: 11775.222353086696, Coste con permutacion: 11766.524358182578

Permutacion Pos1: (235(Ciudad: 274)) -> Pos2: (154(Ciudad: 24)). Coste sin permutar: 11766.524358182578, Coste con permutacion: 11741.948222257395

Permutacion Pos1: (69(Ciudad: 124)) -> Pos2: (20(Ciudad: 225)). Coste sin permutar: 11741.948222257395, Coste con permutacion: 11725.06428200006

Permutacion Pos1: (229(Ciudad: 82)) -> Pos2: (117(Ciudad: 279)). Coste sin permutar: 11725.06428200006, Coste con permutacion: 11702.336343059767

Permutacion Pos1: (214(Ciudad: 73)) -> Pos2: (213(Ciudad: 67)). Coste sin permutar: 11702.336343059767, Coste con permutacion: 11668.091037743536

Permutacion Pos1: (157(Ciudad: 167)) -> Pos2: (120(Ciudad: 86)). Coste sin permutar: 11668.091037743536, Coste con permutacion: 11627.89091039336

Permutacion Pos1: (174(Ciudad: 240)) -> Pos2: (275(Ciudad: 227)). Coste sin permutar: 11627.89091039336, Coste con permutacion: 11619.964316837364

Permutacion Pos1: (84(Ciudad: 92)) -> Pos2: (195(Ciudad: 107)). Coste sin permutar: 11619.964316837364, Coste con permutacion: 11600.039998251556

Permutacion Pos1: (278(Ciudad: 206)) -> Pos2: (107(Ciudad: 245)). Coste sin permutar: 11600.039998251556, Coste con permutacion: 11579.362244174323

Permutacion Pos1: (248(Ciudad: 233)) -> Pos2: (223(Ciudad: 41)). Coste sin permutar: 11579.362244174323, Coste con permutacion: 11565.031869057933

Permutacion Pos1: (67(Ciudad: 165)) -> Pos2: (258(Ciudad: 222)). Coste sin permutar: 11565.031869057933, Coste con permutacion: 11535.147497245447

Permutacion Pos1: (73(Ciudad: 57)) -> Pos2: (182(Ciudad: 205)). Coste sin permutar: 11535.147497245447, Coste con permutacion: 11527.960751269986

Permutacion Pos1: (18(Ciudad: 200)) -> Pos2: (66(Ciudad: 158)). Coste sin permutar: 11527.960751269986, Coste con permutacion: 11499.715808278817

Permutacion Pos1: (208(Ciudad: 147)) -> Pos2: (131(Ciudad: 5)). Coste sin permutar: 11499.715808278817, Coste con permutacion: 11492.913798651467

Permutacion Pos1: (268(Ciudad: 204)) -> Pos2: (71(Ciudad: 99)). Coste sin permutar: 11492.913798651467, Coste con permutacion: 11474.000063554067

Permutacion Pos1: (263(Ciudad: 202)) -> Pos2: (140(Ciudad: 76)). Coste sin permutar: 11474.000063554067, Coste con permutacion: 11458.000063554067

Permutacion Pos1: (98(Ciudad: 74)) -> Pos2: (262(Ciudad: 263)). Coste sin permutar: 11458.000063554067, Coste con permutacion: 11438.828719366598

Permutacion Pos1: (82(Ciudad: 233)) -> Pos2: (223(Ciudad: 184)). Coste sin permutar: 11438.828719366598, Coste con permutacion: 11425.972465371156

