Archivo: a280.tsp, semilla: 53919521
Permutacion Pos1: (265(Ciudad: 20)) -> Pos2: (54(Ciudad: 243)). Coste sin permutar: 22997.367706286863, Coste con permutacion: 22620.126683008704

Permutacion Pos1: (160(Ciudad: 49)) -> Pos2: (233(Ciudad: 14)). Coste sin permutar: 22620.126683008704, Coste con permutacion: 22283.951137827553

Permutacion Pos1: (93(Ciudad: 70)) -> Pos2: (238(Ciudad: 107)). Coste sin permutar: 22283.951137827553, Coste con permutacion: 21910.693062723814

Permutacion Pos1: (39(Ciudad: 276)) -> Pos2: (193(Ciudad: 183)). Coste sin permutar: 21910.693062723814, Coste con permutacion: 21698.20632045802

Permutacion Pos1: (226(Ciudad: 79)) -> Pos2: (230(Ciudad: 8)). Coste sin permutar: 21698.20632045802, Coste con permutacion: 21460.844054052817

Permutacion Pos1: (13(Ciudad: 183)) -> Pos2: (39(Ciudad: 158)). Coste sin permutar: 21460.844054052817, Coste con permutacion: 21169.043315243158

Permutacion Pos1: (57(Ciudad: 118)) -> Pos2: (88(Ciudad: 144)). Coste sin permutar: 21169.043315243158, Coste con permutacion: 20982.129161309782

Permutacion Pos1: (135(Ciudad: 207)) -> Pos2: (108(Ciudad: 23)). Coste sin permutar: 20982.129161309782, Coste con permutacion: 20723.005675839446

Permutacion Pos1: (20(Ciudad: 232)) -> Pos2: (254(Ciudad: 157)). Coste sin permutar: 20723.005675839446, Coste con permutacion: 20559.453895596587

Permutacion Pos1: (206(Ciudad: 140)) -> Pos2: (34(Ciudad: 9)). Coste sin permutar: 20559.453895596587, Coste con permutacion: 20315.824995010724

Permutacion Pos1: (79(Ciudad: 238)) -> Pos2: (268(Ciudad: 186)). Coste sin permutar: 20315.824995010724, Coste con permutacion: 19987.05410122943

Permutacion Pos1: (92(Ciudad: 174)) -> Pos2: (125(Ciudad: 115)). Coste sin permutar: 19987.05410122943, Coste con permutacion: 19766.718495489284

Permutacion Pos1: (141(Ciudad: 37)) -> Pos2: (222(Ciudad: 253)). Coste sin permutar: 19766.718495489284, Coste con permutacion: 19556.44523566794

Permutacion Pos1: (155(Ciudad: 224)) -> Pos2: (257(Ciudad: 88)). Coste sin permutar: 19556.44523566794, Coste con permutacion: 19374.71725691991

Permutacion Pos1: (79(Ciudad: 50)) -> Pos2: (248(Ciudad: 186)). Coste sin permutar: 19374.71725691991, Coste con permutacion: 19189.37366774454

Permutacion Pos1: (110(Ciudad: 245)) -> Pos2: (159(Ciudad: 261)). Coste sin permutar: 19189.37366774454, Coste con permutacion: 19014.342357768695

Permutacion Pos1: (208(Ciudad: 102)) -> Pos2: (175(Ciudad: 230)). Coste sin permutar: 19014.342357768695, Coste con permutacion: 18802.841834028615

Permutacion Pos1: (32(Ciudad: 215)) -> Pos2: (179(Ciudad: 154)). Coste sin permutar: 18802.841834028615, Coste con permutacion: 18585.723377038164

Permutacion Pos1: (270(Ciudad: 205)) -> Pos2: (78(Ciudad: 226)). Coste sin permutar: 18585.723377038164, Coste con permutacion: 18456.139134249006

Permutacion Pos1: (185(Ciudad: 169)) -> Pos2: (171(Ciudad: 58)). Coste sin permutar: 18456.139134249006, Coste con permutacion: 18285.8954930655

Permutacion Pos1: (240(Ciudad: 234)) -> Pos2: (139(Ciudad: 73)). Coste sin permutar: 18285.8954930655, Coste con permutacion: 18184.978156614376

Permutacion Pos1: (249(Ciudad: 116)) -> Pos2: (103(Ciudad: 273)). Coste sin permutar: 18184.978156614376, Coste con permutacion: 18041.147856590083

Permutacion Pos1: (33(Ciudad: 35)) -> Pos2: (177(Ciudad: 146)). Coste sin permutar: 18041.147856590083, Coste con permutacion: 17924.987278010103

Permutacion Pos1: (59(Ciudad: 184)) -> Pos2: (55(Ciudad: 263)). Coste sin permutar: 17924.987278010103, Coste con permutacion: 17820.800240914465

Permutacion Pos1: (56(Ciudad: 267)) -> Pos2: (28(Ciudad: 190)). Coste sin permutar: 17820.800240914465, Coste con permutacion: 17738.96100540729

Permutacion Pos1: (26(Ciudad: 34)) -> Pos2: (94(Ciudad: 135)). Coste sin permutar: 17738.96100540729, Coste con permutacion: 17640.678650726582

Permutacion Pos1: (137(Ciudad: 83)) -> Pos2: (183(Ciudad: 260)). Coste sin permutar: 17640.678650726582, Coste con permutacion: 17566.142399377863

Permutacion Pos1: (255(Ciudad: 204)) -> Pos2: (76(Ciudad: 222)). Coste sin permutar: 17566.142399377863, Coste con permutacion: 17482.499221661466

Permutacion Pos1: (110(Ciudad: 24)) -> Pos2: (147(Ciudad: 261)). Coste sin permutar: 17482.499221661466, Coste con permutacion: 17335.429867852305

Permutacion Pos1: (86(Ciudad: 184)) -> Pos2: (55(Ciudad: 196)). Coste sin permutar: 17335.429867852305, Coste con permutacion: 17242.330882576982

Permutacion Pos1: (58(Ciudad: 222)) -> Pos2: (255(Ciudad: 212)). Coste sin permutar: 17242.330882576982, Coste con permutacion: 17143.214982266

Permutacion Pos1: (181(Ciudad: 178)) -> Pos2: (3(Ciudad: 275)). Coste sin permutar: 17143.214982266, Coste con permutacion: 17026.653772321755

Permutacion Pos1: (14(Ciudad: 114)) -> Pos2: (242(Ciudad: 155)). Coste sin permutar: 17026.653772321755, Coste con permutacion: 16887.906422749948

Permutacion Pos1: (278(Ciudad: 16)) -> Pos2: (60(Ciudad: 1)). Coste sin permutar: 16887.906422749948, Coste con permutacion: 16764.183148822613

Permutacion Pos1: (92(Ciudad: 200)) -> Pos2: (69(Ciudad: 115)). Coste sin permutar: 16764.183148822613, Coste con permutacion: 16684.38472828687

Permutacion Pos1: (84(Ciudad: 150)) -> Pos2: (7(Ciudad: 187)). Coste sin permutar: 16684.38472828687, Coste con permutacion: 16402.303570106218

Permutacion Pos1: (6(Ciudad: 6)) -> Pos2: (225(Ciudad: 179)). Coste sin permutar: 16402.303570106218, Coste con permutacion: 16348.991667685417

Permutacion Pos1: (59(Ciudad: 5)) -> Pos2: (157(Ciudad: 263)). Coste sin permutar: 16348.991667685417, Coste con permutacion: 16221.587881157724

Permutacion Pos1: (75(Ciudad: 142)) -> Pos2: (30(Ciudad: 197)). Coste sin permutar: 16221.587881157724, Coste con permutacion: 16062.05268127626

Permutacion Pos1: (134(Ciudad: 273)) -> Pos2: (249(Ciudad: 209)). Coste sin permutar: 16062.05268127626, Coste con permutacion: 15949.62555021829

Permutacion Pos1: (215(Ciudad: 47)) -> Pos2: (115(Ciudad: 163)). Coste sin permutar: 15949.62555021829, Coste con permutacion: 15862.399001499902

Permutacion Pos1: (50(Ciudad: 106)) -> Pos2: (97(Ciudad: 123)). Coste sin permutar: 15862.399001499902, Coste con permutacion: 15733.24167710509

Permutacion Pos1: (146(Ciudad: 41)) -> Pos2: (152(Ciudad: 87)). Coste sin permutar: 15733.24167710509, Coste con permutacion: 15664.743973395118

Permutacion Pos1: (28(Ciudad: 253)) -> Pos2: (141(Ciudad: 267)). Coste sin permutar: 15664.743973395118, Coste con permutacion: 15532.054502837644

Permutacion Pos1: (157(Ciudad: 209)) -> Pos2: (134(Ciudad: 5)). Coste sin permutar: 15532.054502837644, Coste con permutacion: 15437.045515917554

Permutacion Pos1: (259(Ciudad: 11)) -> Pos2: (207(Ciudad: 192)). Coste sin permutar: 15437.045515917554, Coste con permutacion: 15351.832495500017

Permutacion Pos1: (87(Ciudad: 272)) -> Pos2: (107(Ciudad: 199)). Coste sin permutar: 15351.832495500017, Coste con permutacion: 15256.108608170698

Permutacion Pos1: (23(Ciudad: 143)) -> Pos2: (36(Ciudad: 159)). Coste sin permutar: 15256.108608170698, Coste con permutacion: 15180.274617256762

Permutacion Pos1: (262(Ciudad: 145)) -> Pos2: (40(Ciudad: 166)). Coste sin permutar: 15180.274617256762, Coste con permutacion: 15083.472987777392

Permutacion Pos1: (32(Ciudad: 11)) -> Pos2: (207(Ciudad: 149)). Coste sin permutar: 15083.472987777392, Coste con permutacion: 15039.64713041939

Permutacion Pos1: (72(Ciudad: 122)) -> Pos2: (38(Ciudad: 202)). Coste sin permutar: 15039.64713041939, Coste con permutacion: 14914.604275129259

Permutacion Pos1: (26(Ciudad: 37)) -> Pos2: (222(Ciudad: 135)). Coste sin permutar: 14914.604275129259, Coste con permutacion: 14882.340191985018

Permutacion Pos1: (196(Ciudad: 254)) -> Pos2: (263(Ciudad: 52)). Coste sin permutar: 14882.340191985018, Coste con permutacion: 14835.169797413024

Permutacion Pos1: (153(Ciudad: 181)) -> Pos2: (11(Ciudad: 33)). Coste sin permutar: 14835.169797413024, Coste con permutacion: 14778.486851640762

Permutacion Pos1: (31(Ciudad: 105)) -> Pos2: (126(Ciudad: 141)). Coste sin permutar: 14778.486851640762, Coste con permutacion: 14718.147197494882

Permutacion Pos1: (219(Ciudad: 242)) -> Pos2: (276(Ciudad: 10)). Coste sin permutar: 14718.147197494882, Coste con permutacion: 14644.740379001323

Permutacion Pos1: (30(Ciudad: 143)) -> Pos2: (36(Ciudad: 142)). Coste sin permutar: 14644.740379001323, Coste con permutacion: 14538.011200705381

Permutacion Pos1: (15(Ciudad: 268)) -> Pos2: (27(Ciudad: 153)). Coste sin permutar: 14538.011200705381, Coste con permutacion: 14398.575417488282

Permutacion Pos1: (244(Ciudad: 106)) -> Pos2: (97(Ciudad: 55)). Coste sin permutar: 14398.575417488282, Coste con permutacion: 14373.24526993962

Permutacion Pos1: (124(Ciudad: 98)) -> Pos2: (174(Ciudad: 189)). Coste sin permutar: 14373.24526993962, Coste con permutacion: 14307.621529547958

Permutacion Pos1: (148(Ciudad: 6)) -> Pos2: (225(Ciudad: 32)). Coste sin permutar: 14307.621529547958, Coste con permutacion: 14244.867944449234

Permutacion Pos1: (225(Ciudad: 262)) -> Pos2: (108(Ciudad: 6)). Coste sin permutar: 14244.867944449234, Coste con permutacion: 14102.13677353929

Permutacion Pos1: (232(Ciudad: 195)) -> Pos2: (90(Ciudad: 93)). Coste sin permutar: 14102.13677353929, Coste con permutacion: 14029.76766744471

Permutacion Pos1: (65(Ciudad: 131)) -> Pos2: (53(Ciudad: 128)). Coste sin permutar: 14029.76766744471, Coste con permutacion: 13993.3105302982

Permutacion Pos1: (204(Ciudad: 279)) -> Pos2: (227(Ciudad: 199)). Coste sin permutar: 13993.3105302982, Coste con permutacion: 13950.631904497035

Permutacion Pos1: (191(Ciudad: 207)) -> Pos2: (77(Ciudad: 194)). Coste sin permutar: 13950.631904497035, Coste con permutacion: 13903.142436067235

Permutacion Pos1: (12(Ciudad: 227)) -> Pos2: (140(Ciudad: 151)). Coste sin permutar: 13903.142436067235, Coste con permutacion: 13798.335046700773

Permutacion Pos1: (33(Ciudad: 11)) -> Pos2: (128(Ciudad: 146)). Coste sin permutar: 13798.335046700773, Coste con permutacion: 13748.429625515075

Permutacion Pos1: (157(Ciudad: 80)) -> Pos2: (203(Ciudad: 5)). Coste sin permutar: 13748.429625515075, Coste con permutacion: 13697.811486754877

Permutacion Pos1: (145(Ciudad: 127)) -> Pos2: (147(Ciudad: 112)). Coste sin permutar: 13697.811486754877, Coste con permutacion: 13643.659834626947

Permutacion Pos1: (180(Ciudad: 132)) -> Pos2: (47(Ciudad: 246)). Coste sin permutar: 13643.659834626947, Coste con permutacion: 13575.286919402339

Permutacion Pos1: (240(Ciudad: 5)) -> Pos2: (157(Ciudad: 73)). Coste sin permutar: 13575.286919402339, Coste con permutacion: 13539.595564369954

Permutacion Pos1: (262(Ciudad: 256)) -> Pos2: (264(Ciudad: 166)). Coste sin permutar: 13539.595564369954, Coste con permutacion: 13499.944664599658

Permutacion Pos1: (237(Ciudad: 219)) -> Pos2: (209(Ciudad: 72)). Coste sin permutar: 13499.944664599658, Coste con permutacion: 13458.886938642378

Permutacion Pos1: (45(Ciudad: 88)) -> Pos2: (155(Ciudad: 270)). Coste sin permutar: 13458.886938642378, Coste con permutacion: 13420.059238876463

Permutacion Pos1: (25(Ciudad: 101)) -> Pos2: (253(Ciudad: 120)). Coste sin permutar: 13420.059238876463, Coste con permutacion: 13388.848378434737

Permutacion Pos1: (101(Ciudad: 207)) -> Pos2: (77(Ciudad: 65)). Coste sin permutar: 13388.848378434737, Coste con permutacion: 13317.17082658449

Permutacion Pos1: (207(Ciudad: 133)) -> Pos2: (52(Ciudad: 259)). Coste sin permutar: 13317.17082658449, Coste con permutacion: 13284.296374141242

Permutacion Pos1: (195(Ciudad: 229)) -> Pos2: (213(Ciudad: 27)). Coste sin permutar: 13284.296374141242, Coste con permutacion: 13244.894853274534

Permutacion Pos1: (59(Ciudad: 8)) -> Pos2: (226(Ciudad: 263)). Coste sin permutar: 13244.894853274534, Coste con permutacion: 13197.66639674416

Permutacion Pos1: (130(Ciudad: 175)) -> Pos2: (19(Ciudad: 271)). Coste sin permutar: 13197.66639674416, Coste con permutacion: 13162.47242440893

Permutacion Pos1: (234(Ciudad: 22)) -> Pos2: (117(Ciudad: 67)). Coste sin permutar: 13162.47242440893, Coste con permutacion: 13117.160929156198

Permutacion Pos1: (119(Ciudad: 116)) -> Pos2: (103(Ciudad: 108)). Coste sin permutar: 13117.160929156198, Coste con permutacion: 13091.492077162693

Permutacion Pos1: (102(Ciudad: 90)) -> Pos2: (166(Ciudad: 86)). Coste sin permutar: 13091.492077162693, Coste con permutacion: 13047.89970347891

Permutacion Pos1: (240(Ciudad: 166)) -> Pos2: (262(Ciudad: 73)). Coste sin permutar: 13047.89970347891, Coste con permutacion: 13002.91481621267

Permutacion Pos1: (24(Ciudad: 110)) -> Pos2: (144(Ciudad: 160)). Coste sin permutar: 13002.91481621267, Coste con permutacion: 12939.27247916646

Permutacion Pos1: (166(Ciudad: 39)) -> Pos2: (186(Ciudad: 90)). Coste sin permutar: 12939.27247916646, Coste con permutacion: 12911.524396364899

Permutacion Pos1: (26(Ciudad: 148)) -> Pos2: (10(Ciudad: 135)). Coste sin permutar: 12911.524396364899, Coste con permutacion: 12829.972632698848

Permutacion Pos1: (198(Ciudad: 63)) -> Pos2: (113(Ciudad: 51)). Coste sin permutar: 12829.972632698848, Coste con permutacion: 12790.283297358073

Permutacion Pos1: (278(Ciudad: 163)) -> Pos2: (215(Ciudad: 1)). Coste sin permutar: 12790.283297358073, Coste con permutacion: 12748.562219810186

Permutacion Pos1: (255(Ciudad: 28)) -> Pos2: (187(Ciudad: 222)). Coste sin permutar: 12748.562219810186, Coste con permutacion: 12682.539788503602

Permutacion Pos1: (103(Ciudad: 248)) -> Pos2: (212(Ciudad: 116)). Coste sin permutar: 12682.539788503602, Coste con permutacion: 12661.612635163216

Permutacion Pos1: (155(Ciudad: 88)) -> Pos2: (101(Ciudad: 65)). Coste sin permutar: 12661.612635163216, Coste con permutacion: 12629.961403224057

Permutacion Pos1: (72(Ciudad: 144)) -> Pos2: (70(Ciudad: 202)). Coste sin permutar: 12629.961403224057, Coste con permutacion: 12576.495405773692

Permutacion Pos1: (137(Ciudad: 174)) -> Pos2: (125(Ciudad: 260)). Coste sin permutar: 12576.495405773692, Coste con permutacion: 12535.434890039758

Permutacion Pos1: (166(Ciudad: 92)) -> Pos2: (167(Ciudad: 90)). Coste sin permutar: 12535.434890039758, Coste con permutacion: 12489.464210915938

Permutacion Pos1: (24(Ciudad: 126)) -> Pos2: (66(Ciudad: 160)). Coste sin permutar: 12489.464210915938, Coste con permutacion: 12446.044133867377

Permutacion Pos1: (142(Ciudad: 61)) -> Pos2: (96(Ciudad: 210)). Coste sin permutar: 12446.044133867377, Coste con permutacion: 12384.274651137926

Permutacion Pos1: (162(Ciudad: 140)) -> Pos2: (34(Ciudad: 214)). Coste sin permutar: 12384.274651137926, Coste con permutacion: 12360.969140550045

Permutacion Pos1: (262(Ciudad: 218)) -> Pos2: (89(Ciudad: 166)). Coste sin permutar: 12360.969140550045, Coste con permutacion: 12335.358649585647

Permutacion Pos1: (182(Ciudad: 63)) -> Pos2: (113(Ciudad: 82)). Coste sin permutar: 12335.358649585647, Coste con permutacion: 12303.65333423605

Permutacion Pos1: (178(Ciudad: 204)) -> Pos2: (164(Ciudad: 45)). Coste sin permutar: 12303.65333423605, Coste con permutacion: 12248.824891344111

Permutacion Pos1: (201(Ciudad: 221)) -> Pos2: (87(Ciudad: 38)). Coste sin permutar: 12248.824891344111, Coste con permutacion: 12207.997463747464

Permutacion Pos1: (54(Ciudad: 163)) -> Pos2: (215(Ciudad: 20)). Coste sin permutar: 12207.997463747464, Coste con permutacion: 12179.972971692345

Permutacion Pos1: (123(Ciudad: 206)) -> Pos2: (192(Ciudad: 162)). Coste sin permutar: 12179.972971692345, Coste con permutacion: 12142.933400877531

Permutacion Pos1: (27(Ciudad: 55)) -> Pos2: (244(Ciudad: 268)). Coste sin permutar: 12142.933400877531, Coste con permutacion: 12109.073364667545

Permutacion Pos1: (221(Ciudad: 160)) -> Pos2: (24(Ciudad: 36)). Coste sin permutar: 12109.073364667545, Coste con permutacion: 12038.242648135454

Permutacion Pos1: (252(Ciudad: 32)) -> Pos2: (148(Ciudad: 91)). Coste sin permutar: 12038.242648135454, Coste con permutacion: 11985.887343136523

Permutacion Pos1: (158(Ciudad: 183)) -> Pos2: (49(Ciudad: 277)). Coste sin permutar: 11985.887343136523, Coste con permutacion: 11953.035019369026

Permutacion Pos1: (258(Ciudad: 176)) -> Pos2: (4(Ciudad: 193)). Coste sin permutar: 11953.035019369026, Coste con permutacion: 11935.478313057893

Permutacion Pos1: (272(Ciudad: 24)) -> Pos2: (63(Ciudad: 237)). Coste sin permutar: 11935.478313057893, Coste con permutacion: 11900.811977613384

Permutacion Pos1: (68(Ciudad: 96)) -> Pos2: (241(Ciudad: 198)). Coste sin permutar: 11900.811977613384, Coste con permutacion: 11876.872263277763

Permutacion Pos1: (178(Ciudad: 168)) -> Pos2: (215(Ciudad: 45)). Coste sin permutar: 11876.872263277763, Coste con permutacion: 11850.85657635691

Permutacion Pos1: (15(Ciudad: 192)) -> Pos2: (85(Ciudad: 153)). Coste sin permutar: 11850.85657635691, Coste con permutacion: 11812.63179766332

Permutacion Pos1: (217(Ciudad: 267)) -> Pos2: (28(Ciudad: 94)). Coste sin permutar: 11812.63179766332, Coste con permutacion: 11786.395765468571

Permutacion Pos1: (50(Ciudad: 163)) -> Pos2: (83(Ciudad: 123)). Coste sin permutar: 11786.395765468571, Coste con permutacion: 11758.29614539316

Permutacion Pos1: (249(Ciudad: 100)) -> Pos2: (216(Ciudad: 249)). Coste sin permutar: 11758.29614539316, Coste con permutacion: 11729.140773531155

Permutacion Pos1: (78(Ciudad: 244)) -> Pos2: (250(Ciudad: 205)). Coste sin permutar: 11729.140773531155, Coste con permutacion: 11707.729803171334

Permutacion Pos1: (15(Ciudad: 261)) -> Pos2: (110(Ciudad: 153)). Coste sin permutar: 11707.729803171334, Coste con permutacion: 11659.556245456759

Permutacion Pos1: (204(Ciudad: 74)) -> Pos2: (239(Ciudad: 17)). Coste sin permutar: 11659.556245456759, Coste con permutacion: 11614.002043944698

Permutacion Pos1: (212(Ciudad: 78)) -> Pos2: (231(Ciudad: 248)). Coste sin permutar: 11614.002043944698, Coste con permutacion: 11604.061499175043

Permutacion Pos1: (203(Ciudad: 271)) -> Pos2: (130(Ciudad: 83)). Coste sin permutar: 11604.061499175043, Coste con permutacion: 11576.942946450805

Permutacion Pos1: (47(Ciudad: 93)) -> Pos2: (232(Ciudad: 132)). Coste sin permutar: 11576.942946450805, Coste con permutacion: 11551.93024481198

Permutacion Pos1: (164(Ciudad: 204)) -> Pos2: (143(Ciudad: 170)). Coste sin permutar: 11551.93024481198, Coste con permutacion: 11530.64636717507

Permutacion Pos1: (193(Ciudad: 223)) -> Pos2: (256(Ciudad: 253)). Coste sin permutar: 11530.64636717507, Coste con permutacion: 11511.468133711709

Permutacion Pos1: (169(Ciudad: 60)) -> Pos2: (104(Ciudad: 104)). Coste sin permutar: 11511.468133711709, Coste con permutacion: 11487.327816136885

Permutacion Pos1: (84(Ciudad: 37)) -> Pos2: (222(Ciudad: 191)). Coste sin permutar: 11487.327816136885, Coste con permutacion: 11468.121670196146

Permutacion Pos1: (18(Ciudad: 120)) -> Pos2: (17(Ciudad: 157)). Coste sin permutar: 11468.121670196146, Coste con permutacion: 11450.482116384952

Permutacion Pos1: (84(Ciudad: 89)) -> Pos2: (100(Ciudad: 191)). Coste sin permutar: 11450.482116384952, Coste con permutacion: 11434.57296137277

Permutacion Pos1: (158(Ciudad: 5)) -> Pos2: (157(Ciudad: 4)). Coste sin permutar: 11434.57296137277, Coste con permutacion: 11414.444130853688

Permutacion Pos1: (188(Ciudad: 255)) -> Pos2: (133(Ciudad: 14)). Coste sin permutar: 11414.444130853688, Coste con permutacion: 11371.619131207826

Permutacion Pos1: (205(Ciudad: 169)) -> Pos2: (170(Ciudad: 276)). Coste sin permutar: 11371.619131207826, Coste con permutacion: 11310.259895923882

Permutacion Pos1: (202(Ciudad: 232)) -> Pos2: (270(Ciudad: 85)). Coste sin permutar: 11310.259895923882, Coste con permutacion: 11292.992849947592

Permutacion Pos1: (69(Ciudad: 81)) -> Pos2: (99(Ciudad: 200)). Coste sin permutar: 11292.992849947592, Coste con permutacion: 11286.365432949622

Permutacion Pos1: (109(Ciudad: 157)) -> Pos2: (18(Ciudad: 257)). Coste sin permutar: 11286.365432949622, Coste con permutacion: 11264.166627484658

Permutacion Pos1: (215(Ciudad: 140)) -> Pos2: (34(Ciudad: 168)). Coste sin permutar: 11264.166627484658, Coste con permutacion: 11230.837230898253

Permutacion Pos1: (71(Ciudad: 109)) -> Pos2: (218(Ciudad: 203)). Coste sin permutar: 11230.837230898253, Coste con permutacion: 11226.245635273523

Permutacion Pos1: (3(Ciudad: 192)) -> Pos2: (85(Ciudad: 178)). Coste sin permutar: 11226.245635273523, Coste con permutacion: 11193.51759686132

Permutacion Pos1: (174(Ciudad: 72)) -> Pos2: (237(Ciudad: 98)). Coste sin permutar: 11193.51759686132, Coste con permutacion: 11129.872621082608

Permutacion Pos1: (269(Ciudad: 25)) -> Pos2: (61(Ciudad: 240)). Coste sin permutar: 11129.872621082608, Coste con permutacion: 11129.668709517837

Permutacion Pos1: (192(Ciudad: 229)) -> Pos2: (213(Ciudad: 206)). Coste sin permutar: 11129.668709517837, Coste con permutacion: 11127.624657787272

Permutacion Pos1: (98(Ciudad: 206)) -> Pos2: (192(Ciudad: 108)). Coste sin permutar: 11127.624657787272, Coste con permutacion: 11098.811370680947

Permutacion Pos1: (25(Ciudad: 30)) -> Pos2: (51(Ciudad: 146)). Coste sin permutar: 11098.811370680947, Coste con permutacion: 11086.388734908369

Permutacion Pos1: (118(Ciudad: 12)) -> Pos2: (131(Ciudad: 26)). Coste sin permutar: 11086.388734908369, Coste con permutacion: 11074.715602588365

Permutacion Pos1: (42(Ciudad: 199)) -> Pos2: (67(Ciudad: 130)). Coste sin permutar: 11074.715602588365, Coste con permutacion: 11053.67249085503

Permutacion Pos1: (276(Ciudad: 223)) -> Pos2: (256(Ciudad: 2)). Coste sin permutar: 11053.67249085503, Coste con permutacion: 11043.088461142468

Permutacion Pos1: (146(Ciudad: 184)) -> Pos2: (124(Ciudad: 87)). Coste sin permutar: 11043.088461142468, Coste con permutacion: 11005.529774256967

Permutacion Pos1: (224(Ciudad: 47)) -> Pos2: (246(Ciudad: 33)). Coste sin permutar: 11005.529774256967, Coste con permutacion: 10988.078620500028

Permutacion Pos1: (190(Ciudad: 58)) -> Pos2: (185(Ciudad: 252)). Coste sin permutar: 10988.078620500028, Coste con permutacion: 10966.104131924618

Permutacion Pos1: (221(Ciudad: 134)) -> Pos2: (47(Ciudad: 27)). Coste sin permutar: 10966.104131924618, Coste con permutacion: 10957.787203264197

Permutacion Pos1: (25(Ciudad: 211)) -> Pos2: (141(Ciudad: 146)). Coste sin permutar: 10957.787203264197, Coste con permutacion: 10942.579009445803

Permutacion Pos1: (136(Ciudad: 160)) -> Pos2: (24(Ciudad: 274)). Coste sin permutar: 10942.579009445803, Coste con permutacion: 10900.084427810474

Permutacion Pos1: (110(Ciudad: 228)) -> Pos2: (269(Ciudad: 261)). Coste sin permutar: 10900.084427810474, Coste con permutacion: 10881.822803363419

Permutacion Pos1: (147(Ciudad: 189)) -> Pos2: (55(Ciudad: 127)). Coste sin permutar: 10881.822803363419, Coste con permutacion: 10856.916813916068

Permutacion Pos1: (118(Ciudad: 130)) -> Pos2: (42(Ciudad: 26)). Coste sin permutar: 10856.916813916068, Coste con permutacion: 10811.961179026199


Archivo: ch130.tsp, semilla: 53919521
Permutacion Pos1: (56(Ciudad: 55)) -> Pos2: (67(Ciudad: 23)). Coste sin permutar: 42346.98896329847, Coste con permutacion: 40647.387498488635

Permutacion Pos1: (100(Ciudad: 72)) -> Pos2: (76(Ciudad: 5)). Coste sin permutar: 40647.387498488635, Coste con permutacion: 39354.330019199486

Permutacion Pos1: (116(Ciudad: 115)) -> Pos2: (81(Ciudad: 82)). Coste sin permutar: 39354.330019199486, Coste con permutacion: 38081.96744112429

Permutacion Pos1: (116(Ciudad: 41)) -> Pos2: (28(Ciudad: 82)). Coste sin permutar: 38081.96744112429, Coste con permutacion: 36839.815799919605

