Archivo: a280.tsp, semilla: 21539195
Permutacion Pos1: (34(Ciudad: 211)) -> Pos2: (150(Ciudad: 269)). Coste sin permutar: 18241.49525040702, Coste con permutacion: 18118.64193721902

Permutacion Pos1: (166(Ciudad: 268)) -> Pos2: (32(Ciudad: 87)). Coste sin permutar: 18118.64193721902, Coste con permutacion: 18012.76241215201

Permutacion Pos1: (263(Ciudad: 76)) -> Pos2: (228(Ciudad: 234)). Coste sin permutar: 18012.76241215201, Coste con permutacion: 17913.80938764501

Permutacion Pos1: (2(Ciudad: 214)) -> Pos2: (160(Ciudad: 156)). Coste sin permutar: 17913.80938764501, Coste con permutacion: 17791.87167927919

Permutacion Pos1: (49(Ciudad: 6)) -> Pos2: (233(Ciudad: 133)). Coste sin permutar: 17791.87167927919, Coste con permutacion: 17686.38978672988

Permutacion Pos1: (140(Ciudad: 19)) -> Pos2: (60(Ciudad: 168)). Coste sin permutar: 17686.38978672988, Coste con permutacion: 17551.725540797994

Permutacion Pos1: (222(Ciudad: 52)) -> Pos2: (198(Ciudad: 8)). Coste sin permutar: 17551.725540797994, Coste con permutacion: 17444.67149602418

Permutacion Pos1: (212(Ciudad: 85)) -> Pos2: (172(Ciudad: 272)). Coste sin permutar: 17444.67149602418, Coste con permutacion: 17374.658622899537

Permutacion Pos1: (150(Ciudad: 94)) -> Pos2: (146(Ciudad: 211)). Coste sin permutar: 17374.658622899537, Coste con permutacion: 17314.3835646455

Permutacion Pos1: (93(Ciudad: 128)) -> Pos2: (129(Ciudad: 196)). Coste sin permutar: 17314.3835646455, Coste con permutacion: 17194.060956368794

Permutacion Pos1: (44(Ciudad: 175)) -> Pos2: (14(Ciudad: 130)). Coste sin permutar: 17194.060956368794, Coste con permutacion: 17047.36013518947

Permutacion Pos1: (54(Ciudad: 134)) -> Pos2: (38(Ciudad: 144)). Coste sin permutar: 17047.36013518947, Coste con permutacion: 16900.28852043472

Permutacion Pos1: (1(Ciudad: 129)) -> Pos2: (45(Ciudad: 178)). Coste sin permutar: 16900.28852043472, Coste con permutacion: 16811.14095241741

Permutacion Pos1: (170(Ciudad: 171)) -> Pos2: (124(Ciudad: 167)). Coste sin permutar: 16811.14095241741, Coste con permutacion: 16709.335549299933

Permutacion Pos1: (241(Ciudad: 57)) -> Pos2: (189(Ciudad: 74)). Coste sin permutar: 16709.335549299933, Coste con permutacion: 16663.328134104468

Permutacion Pos1: (73(Ciudad: 107)) -> Pos2: (85(Ciudad: 202)). Coste sin permutar: 16663.328134104468, Coste con permutacion: 16545.42139149021

Permutacion Pos1: (189(Ciudad: 84)) -> Pos2: (174(Ciudad: 57)). Coste sin permutar: 16545.42139149021, Coste con permutacion: 16436.91028675344

Permutacion Pos1: (107(Ciudad: 106)) -> Pos2: (94(Ciudad: 60)). Coste sin permutar: 16436.91028675344, Coste con permutacion: 16316.926934047478

Permutacion Pos1: (154(Ciudad: 174)) -> Pos2: (127(Ciudad: 63)). Coste sin permutar: 16316.926934047478, Coste con permutacion: 16161.138302939311

Permutacion Pos1: (72(Ciudad: 88)) -> Pos2: (155(Ciudad: 201)). Coste sin permutar: 16161.138302939311, Coste con permutacion: 16048.887031940238

Permutacion Pos1: (224(Ciudad: 98)) -> Pos2: (249(Ciudad: 276)). Coste sin permutar: 16048.887031940238, Coste con permutacion: 15976.454440226227

Permutacion Pos1: (55(Ciudad: 272)) -> Pos2: (212(Ciudad: 200)). Coste sin permutar: 15976.454440226227, Coste con permutacion: 15925.753005459925

Permutacion Pos1: (56(Ciudad: 276)) -> Pos2: (224(Ciudad: 188)). Coste sin permutar: 15925.753005459925, Coste con permutacion: 15752.055008027088

Permutacion Pos1: (55(Ciudad: 51)) -> Pos2: (178(Ciudad: 200)). Coste sin permutar: 15752.055008027088, Coste con permutacion: 15636.662793240437

Permutacion Pos1: (81(Ciudad: 113)) -> Pos2: (113(Ciudad: 187)). Coste sin permutar: 15636.662793240437, Coste con permutacion: 15547.56853782448

Permutacion Pos1: (67(Ciudad: 237)) -> Pos2: (271(Ciudad: 198)). Coste sin permutar: 15547.56853782448, Coste con permutacion: 15482.084492252243

Permutacion Pos1: (214(Ciudad: 8)) -> Pos2: (222(Ciudad: 5)). Coste sin permutar: 15482.084492252243, Coste con permutacion: 15388.530656550221

Permutacion Pos1: (103(Ciudad: 120)) -> Pos2: (108(Ciudad: 223)). Coste sin permutar: 15388.530656550221, Coste con permutacion: 15335.494454421707

Permutacion Pos1: (130(Ciudad: 174)) -> Pos2: (127(Ciudad: 125)). Coste sin permutar: 15335.494454421707, Coste con permutacion: 15294.913686404223

Permutacion Pos1: (7(Ciudad: 225)) -> Pos2: (267(Ciudad: 139)). Coste sin permutar: 15294.913686404223, Coste con permutacion: 15178.020986481422

Permutacion Pos1: (6(Ciudad: 148)) -> Pos2: (40(Ciudad: 151)). Coste sin permutar: 15178.020986481422, Coste con permutacion: 15126.413361082517

Permutacion Pos1: (240(Ciudad: 272)) -> Pos2: (212(Ciudad: 53)). Coste sin permutar: 15126.413361082517, Coste con permutacion: 15079.649091529413

Permutacion Pos1: (29(Ciudad: 42)) -> Pos2: (114(Ciudad: 154)). Coste sin permutar: 15079.649091529413, Coste con permutacion: 14986.44625875736

Permutacion Pos1: (152(Ciudad: 270)) -> Pos2: (59(Ciudad: 15)). Coste sin permutar: 14986.44625875736, Coste con permutacion: 14950.169737147908

Permutacion Pos1: (190(Ciudad: 244)) -> Pos2: (247(Ciudad: 54)). Coste sin permutar: 14950.169737147908, Coste con permutacion: 14903.294207745743

Permutacion Pos1: (104(Ciudad: 91)) -> Pos2: (182(Ciudad: 195)). Coste sin permutar: 14903.294207745743, Coste con permutacion: 14866.153720964194

Permutacion Pos1: (200(Ciudad: 129)) -> Pos2: (45(Ciudad: 82)). Coste sin permutar: 14866.153720964194, Coste con permutacion: 14771.043560069193

Permutacion Pos1: (234(Ciudad: 99)) -> Pos2: (230(Ciudad: 272)). Coste sin permutar: 14771.043560069193, Coste con permutacion: 14710.48998177009

Permutacion Pos1: (263(Ciudad: 214)) -> Pos2: (255(Ciudad: 234)). Coste sin permutar: 14710.48998177009, Coste con permutacion: 14622.458167977718

Permutacion Pos1: (144(Ciudad: 71)) -> Pos2: (235(Ciudad: 192)). Coste sin permutar: 14622.458167977718, Coste con permutacion: 14563.09215618109

Permutacion Pos1: (230(Ciudad: 241)) -> Pos2: (273(Ciudad: 99)). Coste sin permutar: 14563.09215618109, Coste con permutacion: 14520.116465308412

Permutacion Pos1: (136(Ciudad: 72)) -> Pos2: (242(Ciudad: 141)). Coste sin permutar: 14520.116465308412, Coste con permutacion: 14443.457374378944

Permutacion Pos1: (68(Ciudad: 254)) -> Pos2: (99(Ciudad: 206)). Coste sin permutar: 14443.457374378944, Coste con permutacion: 14383.578051973942

Permutacion Pos1: (17(Ciudad: 183)) -> Pos2: (58(Ciudad: 138)). Coste sin permutar: 14383.578051973942, Coste con permutacion: 14298.719767210227

Permutacion Pos1: (77(Ciudad: 67)) -> Pos2: (236(Ciudad: 23)). Coste sin permutar: 14298.719767210227, Coste con permutacion: 14260.66570574971

Permutacion Pos1: (33(Ciudad: 109)) -> Pos2: (145(Ciudad: 146)). Coste sin permutar: 14260.66570574971, Coste con permutacion: 14226.528248247332

Permutacion Pos1: (277(Ciudad: 218)) -> Pos2: (187(Ciudad: 247)). Coste sin permutar: 14226.528248247332, Coste con permutacion: 14181.221757656009

Permutacion Pos1: (97(Ciudad: 210)) -> Pos2: (252(Ciudad: 194)). Coste sin permutar: 14181.221757656009, Coste con permutacion: 14159.76288723001

Permutacion Pos1: (183(Ciudad: 169)) -> Pos2: (118(Ciudad: 79)). Coste sin permutar: 14159.76288723001, Coste con permutacion: 14106.931038747105

Permutacion Pos1: (267(Ciudad: 46)) -> Pos2: (197(Ciudad: 225)). Coste sin permutar: 14106.931038747105, Coste con permutacion: 14022.264362696851

Permutacion Pos1: (117(Ciudad: 93)) -> Pos2: (184(Ciudad: 100)). Coste sin permutar: 14022.264362696851, Coste con permutacion: 13982.37895713341

Permutacion Pos1: (183(Ciudad: 273)) -> Pos2: (111(Ciudad: 79)). Coste sin permutar: 13982.37895713341, Coste con permutacion: 13963.118251635098

Permutacion Pos1: (279(Ciudad: 82)) -> Pos2: (200(Ciudad: 1)). Coste sin permutar: 13963.118251635098, Coste con permutacion: 13909.571724138208

Permutacion Pos1: (277(Ciudad: 80)) -> Pos2: (202(Ciudad: 247)). Coste sin permutar: 13909.571724138208, Coste con permutacion: 13858.45230944973

Permutacion Pos1: (149(Ciudad: 56)) -> Pos2: (188(Ciudad: 213)). Coste sin permutar: 13858.45230944973, Coste con permutacion: 13787.66971814735

Permutacion Pos1: (86(Ciudad: 181)) -> Pos2: (11(Ciudad: 115)). Coste sin permutar: 13787.66971814735, Coste con permutacion: 13743.446474714183

Permutacion Pos1: (67(Ciudad: 47)) -> Pos2: (106(Ciudad: 256)). Coste sin permutar: 13743.446474714183, Coste con permutacion: 13706.257597852451

Permutacion Pos1: (279(Ciudad: 197)) -> Pos2: (143(Ciudad: 1)). Coste sin permutar: 13706.257597852451, Coste con permutacion: 13649.730787691498

Permutacion Pos1: (43(Ciudad: 268)) -> Pos2: (18(Ciudad: 20)). Coste sin permutar: 13649.730787691498, Coste con permutacion: 13610.418605184701

Permutacion Pos1: (274(Ciudad: 113)) -> Pos2: (203(Ciudad: 280)). Coste sin permutar: 13610.418605184701, Coste con permutacion: 13578.862616637087

Permutacion Pos1: (97(Ciudad: 279)) -> Pos2: (226(Ciudad: 194)). Coste sin permutar: 13578.862616637087, Coste con permutacion: 13551.629912398645

Permutacion Pos1: (275(Ciudad: 32)) -> Pos2: (221(Ciudad: 235)). Coste sin permutar: 13551.629912398645, Coste con permutacion: 13504.558718757555

Permutacion Pos1: (177(Ciudad: 238)) -> Pos2: (270(Ciudad: 35)). Coste sin permutar: 13504.558718757555, Coste con permutacion: 13457.909868374183

Permutacion Pos1: (0(Ciudad: 53)) -> Pos2: (240(Ciudad: 139)). Coste sin permutar: 13457.909868374183, Coste con permutacion: 13420.688447561317

Permutacion Pos1: (56(Ciudad: 181)) -> Pos2: (11(Ciudad: 188)). Coste sin permutar: 13420.688447561317, Coste con permutacion: 13387.231261347024

Permutacion Pos1: (175(Ciudad: 31)) -> Pos2: (112(Ciudad: 76)). Coste sin permutar: 13387.231261347024, Coste con permutacion: 13340.391438053195

Permutacion Pos1: (185(Ciudad: 254)) -> Pos2: (99(Ciudad: 221)). Coste sin permutar: 13340.391438053195, Coste con permutacion: 13291.11808344514

Permutacion Pos1: (249(Ciudad: 46)) -> Pos2: (197(Ciudad: 225)). Coste sin permutar: 13291.11808344514, Coste con permutacion: 13251.123944567202

Permutacion Pos1: (127(Ciudad: 182)) -> Pos2: (32(Ciudad: 118)). Coste sin permutar: 13251.123944567202, Coste con permutacion: 13219.722383121129

Permutacion Pos1: (151(Ciudad: 55)) -> Pos2: (113(Ciudad: 259)). Coste sin permutar: 13219.722383121129, Coste con permutacion: 13179.413282890637

Permutacion Pos1: (228(Ciudad: 139)) -> Pos2: (0(Ciudad: 102)). Coste sin permutar: 13179.413282890637, Coste con permutacion: 13149.103210341716

Permutacion Pos1: (41(Ciudad: 131)) -> Pos2: (48(Ciudad: 134)). Coste sin permutar: 13149.103210341716, Coste con permutacion: 13095.155379148997

Permutacion Pos1: (175(Ciudad: 98)) -> Pos2: (267(Ciudad: 64)). Coste sin permutar: 13095.155379148997, Coste con permutacion: 13062.303575904207

Permutacion Pos1: (22(Ciudad: 236)) -> Pos2: (272(Ciudad: 149)). Coste sin permutar: 13062.303575904207, Coste con permutacion: 13035.998729574192

Permutacion Pos1: (113(Ciudad: 37)) -> Pos2: (220(Ciudad: 55)). Coste sin permutar: 13035.998729574192, Coste con permutacion: 13014.847344393116

Permutacion Pos1: (114(Ciudad: 1)) -> Pos2: (279(Ciudad: 42)). Coste sin permutar: 13014.847344393116, Coste con permutacion: 12985.974079817825

Permutacion Pos1: (239(Ciudad: 1)) -> Pos2: (224(Ciudad: 12)). Coste sin permutar: 12985.974079817825, Coste con permutacion: 12957.191255791713

Permutacion Pos1: (88(Ciudad: 121)) -> Pos2: (31(Ciudad: 41)). Coste sin permutar: 12957.191255791713, Coste con permutacion: 12911.987102051706

Permutacion Pos1: (278(Ciudad: 184)) -> Pos2: (156(Ciudad: 242)). Coste sin permutar: 12911.987102051706, Coste con permutacion: 12871.253467155413

Permutacion Pos1: (22(Ciudad: 29)) -> Pos2: (61(Ciudad: 149)). Coste sin permutar: 12871.253467155413, Coste con permutacion: 12820.662803937632

Permutacion Pos1: (92(Ciudad: 21)) -> Pos2: (47(Ciudad: 198)). Coste sin permutar: 12820.662803937632, Coste con permutacion: 12798.007728951961

Permutacion Pos1: (76(Ciudad: 224)) -> Pos2: (263(Ciudad: 13)). Coste sin permutar: 12798.007728951961, Coste con permutacion: 12761.053132428675

Permutacion Pos1: (199(Ciudad: 65)) -> Pos2: (171(Ciudad: 66)). Coste sin permutar: 12761.053132428675, Coste con permutacion: 12710.888393317902

Permutacion Pos1: (157(Ciudad: 105)) -> Pos2: (250(Ciudad: 216)). Coste sin permutar: 12710.888393317902, Coste con permutacion: 12694.888393317902

Permutacion Pos1: (119(Ciudad: 192)) -> Pos2: (144(Ciudad: 171)). Coste sin permutar: 12694.888393317902, Coste con permutacion: 12655.422643291813

Permutacion Pos1: (2(Ciudad: 128)) -> Pos2: (78(Ciudad: 156)). Coste sin permutar: 12655.422643291813, Coste con permutacion: 12633.894866938137

Permutacion Pos1: (217(Ciudad: 242)) -> Pos2: (278(Ciudad: 39)). Coste sin permutar: 12633.894866938137, Coste con permutacion: 12621.013514413258

Permutacion Pos1: (47(Ciudad: 242)) -> Pos2: (278(Ciudad: 21)). Coste sin permutar: 12621.013514413258, Coste con permutacion: 12610.068017033987

Permutacion Pos1: (182(Ciudad: 167)) -> Pos2: (170(Ciudad: 91)). Coste sin permutar: 12610.068017033987, Coste con permutacion: 12587.488627655563

Permutacion Pos1: (1(Ciudad: 53)) -> Pos2: (240(Ciudad: 178)). Coste sin permutar: 12587.488627655563, Coste con permutacion: 12557.1917382943

Permutacion Pos1: (110(Ciudad: 207)) -> Pos2: (98(Ciudad: 261)). Coste sin permutar: 12557.1917382943, Coste con permutacion: 12540.076764596986

Permutacion Pos1: (63(Ciudad: 251)) -> Pos2: (206(Ciudad: 28)). Coste sin permutar: 12540.076764596986, Coste con permutacion: 12506.02008514845

Permutacion Pos1: (73(Ciudad: 231)) -> Pos2: (276(Ciudad: 212)). Coste sin permutar: 12506.02008514845, Coste con permutacion: 12491.059633733641

Permutacion Pos1: (144(Ciudad: 113)) -> Pos2: (203(Ciudad: 192)). Coste sin permutar: 12491.059633733641, Coste con permutacion: 12480.456443340969

Permutacion Pos1: (170(Ciudad: 158)) -> Pos2: (8(Ciudad: 167)). Coste sin permutar: 12480.456443340969, Coste con permutacion: 12474.888605966637

Permutacion Pos1: (53(Ciudad: 1)) -> Pos2: (224(Ciudad: 202)). Coste sin permutar: 12474.888605966637, Coste con permutacion: 12455.086008844959

Permutacion Pos1: (8(Ciudad: 264)) -> Pos2: (138(Ciudad: 158)). Coste sin permutar: 12455.086008844959, Coste con permutacion: 12444.219628272484

Permutacion Pos1: (248(Ciudad: 12)) -> Pos2: (239(Ciudad: 246)). Coste sin permutar: 12444.219628272484, Coste con permutacion: 12431.856856243481

Permutacion Pos1: (66(Ciudad: 144)) -> Pos2: (54(Ciudad: 270)). Coste sin permutar: 12431.856856243481, Coste con permutacion: 12410.538198873948

Permutacion Pos1: (71(Ciudad: 99)) -> Pos2: (230(Ciudad: 145)). Coste sin permutar: 12410.538198873948, Coste con permutacion: 12387.457665123007

Permutacion Pos1: (210(Ciudad: 179)) -> Pos2: (4(Ciudad: 248)). Coste sin permutar: 12387.457665123007, Coste con permutacion: 12372.355016358306

Permutacion Pos1: (173(Ciudad: 49)) -> Pos2: (232(Ciudad: 86)). Coste sin permutar: 12372.355016358306, Coste con permutacion: 12354.87386501428

Permutacion Pos1: (146(Ciudad: 115)) -> Pos2: (86(Ciudad: 94)). Coste sin permutar: 12354.87386501428, Coste con permutacion: 12338.87386501428

Permutacion Pos1: (229(Ciudad: 269)) -> Pos2: (20(Ciudad: 96)). Coste sin permutar: 12338.87386501428, Coste con permutacion: 12326.525705686267

Permutacion Pos1: (83(Ciudad: 46)) -> Pos2: (197(Ciudad: 185)). Coste sin permutar: 12326.525705686267, Coste con permutacion: 12321.571865823516

Permutacion Pos1: (161(Ciudad: 191)) -> Pos2: (142(Ciudad: 274)). Coste sin permutar: 12321.571865823516, Coste con permutacion: 12290.234488281985

Permutacion Pos1: (258(Ciudad: 266)) -> Pos2: (24(Ciudad: 233)). Coste sin permutar: 12290.234488281985, Coste con permutacion: 12177.927409500206

Permutacion Pos1: (17(Ciudad: 265)) -> Pos2: (136(Ciudad: 134)). Coste sin permutar: 12177.927409500206, Coste con permutacion: 12093.407846841941

Permutacion Pos1: (247(Ciudad: 200)) -> Pos2: (55(Ciudad: 244)). Coste sin permutar: 12093.407846841941, Coste con permutacion: 12078.93603326374

Permutacion Pos1: (44(Ciudad: 203)) -> Pos2: (52(Ciudad: 130)). Coste sin permutar: 12078.93603326374, Coste con permutacion: 12033.659419224074

Permutacion Pos1: (96(Ciudad: 191)) -> Pos2: (142(Ciudad: 111)). Coste sin permutar: 12033.659419224074, Coste con permutacion: 11989.42747436665

Permutacion Pos1: (233(Ciudad: 270)) -> Pos2: (66(Ciudad: 271)). Coste sin permutar: 11989.42747436665, Coste con permutacion: 11954.196128171368

Permutacion Pos1: (82(Ciudad: 89)) -> Pos2: (95(Ciudad: 189)). Coste sin permutar: 11954.196128171368, Coste con permutacion: 11947.935417653329

Permutacion Pos1: (214(Ciudad: 264)) -> Pos2: (138(Ciudad: 5)). Coste sin permutar: 11947.935417653329, Coste con permutacion: 11922.454530101608

Permutacion Pos1: (124(Ciudad: 229)) -> Pos2: (256(Ciudad: 106)). Coste sin permutar: 11922.454530101608, Coste con permutacion: 11918.73640349097

Permutacion Pos1: (57(Ciudad: 33)) -> Pos2: (129(Ciudad: 162)). Coste sin permutar: 11918.73640349097, Coste con permutacion: 11878.76877370148

Permutacion Pos1: (239(Ciudad: 146)) -> Pos2: (33(Ciudad: 12)). Coste sin permutar: 11878.76877370148, Coste con permutacion: 11853.435854857398

Permutacion Pos1: (125(Ciudad: 84)) -> Pos2: (174(Ciudad: 104)). Coste sin permutar: 11853.435854857398, Coste con permutacion: 11820.728100866405

Permutacion Pos1: (63(Ciudad: 186)) -> Pos2: (80(Ciudad: 30)). Coste sin permutar: 11820.728100866405, Coste con permutacion: 11816.794697349878

Permutacion Pos1: (142(Ciudad: 3)) -> Pos2: (260(Ciudad: 191)). Coste sin permutar: 11816.794697349878, Coste con permutacion: 11798.120095045422

Permutacion Pos1: (186(Ciudad: 93)) -> Pos2: (184(Ciudad: 220)). Coste sin permutar: 11798.120095045422, Coste con permutacion: 11746.852047714137

Permutacion Pos1: (111(Ciudad: 221)) -> Pos2: (185(Ciudad: 273)). Coste sin permutar: 11746.852047714137, Coste con permutacion: 11732.813007240302

Permutacion Pos1: (250(Ciudad: 271)) -> Pos2: (233(Ciudad: 211)). Coste sin permutar: 11732.813007240302, Coste con permutacion: 11673.425620178108

Permutacion Pos1: (99(Ciudad: 20)) -> Pos2: (46(Ciudad: 207)). Coste sin permutar: 11673.425620178108, Coste con permutacion: 11667.947686986252

Permutacion Pos1: (270(Ciudad: 257)) -> Pos2: (68(Ciudad: 238)). Coste sin permutar: 11667.947686986252, Coste con permutacion: 11662.718522082176

Permutacion Pos1: (221(Ciudad: 97)) -> Pos2: (264(Ciudad: 32)). Coste sin permutar: 11662.718522082176, Coste con permutacion: 11649.942116815666

Permutacion Pos1: (77(Ciudad: 274)) -> Pos2: (161(Ciudad: 23)). Coste sin permutar: 11649.942116815666, Coste con permutacion: 11624.53018303064

Permutacion Pos1: (216(Ciudad: 267)) -> Pos2: (21(Ciudad: 16)). Coste sin permutar: 11624.53018303064, Coste con permutacion: 11585.82697108848

Permutacion Pos1: (132(Ciudad: 113)) -> Pos2: (203(Ciudad: 77)). Coste sin permutar: 11585.82697108848, Coste con permutacion: 11546.046464404233

Permutacion Pos1: (262(Ciudad: 51)) -> Pos2: (178(Ciudad: 234)). Coste sin permutar: 11546.046464404233, Coste con permutacion: 11537.856901727484

Permutacion Pos1: (209(Ciudad: 135)) -> Pos2: (42(Ciudad: 254)). Coste sin permutar: 11537.856901727484, Coste con permutacion: 11511.34053322683

Permutacion Pos1: (138(Ciudad: 119)) -> Pos2: (187(Ciudad: 264)). Coste sin permutar: 11511.34053322683, Coste con permutacion: 11503.142555087403

Permutacion Pos1: (194(Ciudad: 229)) -> Pos2: (256(Ciudad: 10)). Coste sin permutar: 11503.142555087403, Coste con permutacion: 11462.314497416268

Permutacion Pos1: (206(Ciudad: 157)) -> Pos2: (121(Ciudad: 251)). Coste sin permutar: 11462.314497416268, Coste con permutacion: 11448.412305142463

Permutacion Pos1: (17(Ciudad: 266)) -> Pos2: (24(Ciudad: 134)). Coste sin permutar: 11448.412305142463, Coste con permutacion: 11433.093649719427

Permutacion Pos1: (96(Ciudad: 240)) -> Pos2: (268(Ciudad: 167)). Coste sin permutar: 11433.093649719427, Coste con permutacion: 11410.983557294012

Permutacion Pos1: (217(Ciudad: 55)) -> Pos2: (154(Ciudad: 39)). Coste sin permutar: 11410.983557294012, Coste con permutacion: 11400.670595125905

