Archivo: a280.tsp, semilla: 52153919
Permutacion Pos1: (170(Ciudad: 39)) -> Pos2: (192(Ciudad: 30)). Coste sin permutar: 18626.21973060474, Coste con permutacion: 18503.991304990872

Permutacion Pos1: (65(Ciudad: 74)) -> Pos2: (243(Ciudad: 124)). Coste sin permutar: 18503.991304990872, Coste con permutacion: 18298.32841626157

Permutacion Pos1: (43(Ciudad: 99)) -> Pos2: (235(Ciudad: 145)). Coste sin permutar: 18298.32841626157, Coste con permutacion: 18200.41897836299

Permutacion Pos1: (99(Ciudad: 45)) -> Pos2: (189(Ciudad: 257)). Coste sin permutar: 18200.41897836299, Coste con permutacion: 17992.0720479734

Permutacion Pos1: (224(Ciudad: 43)) -> Pos2: (198(Ciudad: 233)). Coste sin permutar: 17992.0720479734, Coste con permutacion: 17881.408948384465

Permutacion Pos1: (272(Ciudad: 128)) -> Pos2: (71(Ciudad: 97)). Coste sin permutar: 17881.408948384465, Coste con permutacion: 17675.356197378685

Permutacion Pos1: (206(Ciudad: 41)) -> Pos2: (152(Ciudad: 218)). Coste sin permutar: 17675.356197378685, Coste con permutacion: 17512.615967505826

Permutacion Pos1: (229(Ciudad: 43)) -> Pos2: (198(Ciudad: 247)). Coste sin permutar: 17512.615967505826, Coste con permutacion: 17392.47015473117

Permutacion Pos1: (267(Ciudad: 7)) -> Pos2: (61(Ciudad: 241)). Coste sin permutar: 17392.47015473117, Coste con permutacion: 17279.817189687226

Permutacion Pos1: (97(Ciudad: 235)) -> Pos2: (277(Ciudad: 203)). Coste sin permutar: 17279.817189687226, Coste con permutacion: 17134.517520716974

Permutacion Pos1: (21(Ciudad: 15)) -> Pos2: (113(Ciudad: 158)). Coste sin permutar: 17134.517520716974, Coste con permutacion: 17030.591040472355

Permutacion Pos1: (6(Ciudad: 9)) -> Pos2: (215(Ciudad: 176)). Coste sin permutar: 17030.591040472355, Coste con permutacion: 16980.804205861194

Permutacion Pos1: (151(Ciudad: 236)) -> Pos2: (273(Ciudad: 42)). Coste sin permutar: 16980.804205861194, Coste con permutacion: 16879.206824912882

Permutacion Pos1: (187(Ciudad: 29)) -> Pos2: (102(Ciudad: 196)). Coste sin permutar: 16879.206824912882, Coste con permutacion: 16687.262384188376

Permutacion Pos1: (188(Ciudad: 42)) -> Pos2: (151(Ciudad: 117)). Coste sin permutar: 16687.262384188376, Coste con permutacion: 16552.850823058867

Permutacion Pos1: (114(Ciudad: 217)) -> Pos2: (103(Ciudad: 26)). Coste sin permutar: 16552.850823058867, Coste con permutacion: 16460.259614761228

Permutacion Pos1: (123(Ciudad: 270)) -> Pos2: (46(Ciudad: 190)). Coste sin permutar: 16460.259614761228, Coste con permutacion: 16380.301623245952

Permutacion Pos1: (275(Ciudad: 168)) -> Pos2: (184(Ciudad: 6)). Coste sin permutar: 16380.301623245952, Coste con permutacion: 16280.947501719747

Permutacion Pos1: (88(Ciudad: 199)) -> Pos2: (5(Ciudad: 91)). Coste sin permutar: 16280.947501719747, Coste con permutacion: 16206.176246041601

Permutacion Pos1: (171(Ciudad: 66)) -> Pos2: (193(Ciudad: 25)). Coste sin permutar: 16206.176246041601, Coste con permutacion: 16130.865730432397

Permutacion Pos1: (198(Ciudad: 102)) -> Pos2: (179(Ciudad: 43)). Coste sin permutar: 16130.865730432397, Coste con permutacion: 16011.855495240054

Permutacion Pos1: (161(Ciudad: 150)) -> Pos2: (111(Ciudad: 109)). Coste sin permutar: 16011.855495240054, Coste con permutacion: 15935.907517498663

Permutacion Pos1: (186(Ciudad: 176)) -> Pos2: (6(Ciudad: 220)). Coste sin permutar: 15935.907517498663, Coste con permutacion: 15850.83839000165

Permutacion Pos1: (24(Ciudad: 161)) -> Pos2: (81(Ciudad: 265)). Coste sin permutar: 15850.83839000165, Coste con permutacion: 15794.726753063811

Permutacion Pos1: (182(Ciudad: 237)) -> Pos2: (269(Ciudad: 82)). Coste sin permutar: 15794.726753063811, Coste con permutacion: 15673.758386894955

Permutacion Pos1: (192(Ciudad: 92)) -> Pos2: (115(Ciudad: 59)). Coste sin permutar: 15673.758386894955, Coste con permutacion: 15619.491358620504

Permutacion Pos1: (227(Ciudad: 116)) -> Pos2: (110(Ciudad: 67)). Coste sin permutar: 15619.491358620504, Coste con permutacion: 15554.07209911602

Permutacion Pos1: (122(Ciudad: 242)) -> Pos2: (274(Ciudad: 195)). Coste sin permutar: 15554.07209911602, Coste con permutacion: 15468.594100960621

Permutacion Pos1: (272(Ciudad: 87)) -> Pos2: (156(Ciudad: 97)). Coste sin permutar: 15468.594100960621, Coste con permutacion: 15350.063529761523

Permutacion Pos1: (157(Ciudad: 253)) -> Pos2: (96(Ciudad: 105)). Coste sin permutar: 15350.063529761523, Coste con permutacion: 15158.226719640248

Permutacion Pos1: (271(Ciudad: 251)) -> Pos2: (206(Ciudad: 96)). Coste sin permutar: 15158.226719640248, Coste con permutacion: 15047.184757689252

Permutacion Pos1: (194(Ciudad: 203)) -> Pos2: (97(Ciudad: 113)). Coste sin permutar: 15047.184757689252, Coste con permutacion: 14978.887027343837

Permutacion Pos1: (205(Ciudad: 244)) -> Pos2: (247(Ciudad: 250)). Coste sin permutar: 14978.887027343837, Coste con permutacion: 14894.27841822071

Permutacion Pos1: (127(Ciudad: 245)) -> Pos2: (251(Ciudad: 191)). Coste sin permutar: 14894.27841822071, Coste con permutacion: 14829.124936121803

Permutacion Pos1: (279(Ciudad: 131)) -> Pos2: (39(Ciudad: 1)). Coste sin permutar: 14829.124936121803, Coste con permutacion: 14776.819245635283

Permutacion Pos1: (233(Ciudad: 31)) -> Pos2: (53(Ciudad: 171)). Coste sin permutar: 14776.819245635283, Coste con permutacion: 14720.199097810584

Permutacion Pos1: (26(Ciudad: 143)) -> Pos2: (58(Ciudad: 141)). Coste sin permutar: 14720.199097810584, Coste con permutacion: 14655.039758778623

Permutacion Pos1: (153(Ciudad: 187)) -> Pos2: (83(Ciudad: 216)). Coste sin permutar: 14655.039758778623, Coste con permutacion: 14562.3839407665

Permutacion Pos1: (28(Ciudad: 69)) -> Pos2: (238(Ciudad: 149)). Coste sin permutar: 14562.3839407665, Coste con permutacion: 14462.790647460355

Permutacion Pos1: (57(Ciudad: 233)) -> Pos2: (224(Ciudad: 200)). Coste sin permutar: 14462.790647460355, Coste con permutacion: 14371.492758415594

Permutacion Pos1: (68(Ciudad: 256)) -> Pos2: (135(Ciudad: 176)). Coste sin permutar: 14371.492758415594, Coste con permutacion: 14311.076295867424

Permutacion Pos1: (185(Ciudad: 126)) -> Pos2: (64(Ciudad: 219)). Coste sin permutar: 14311.076295867424, Coste con permutacion: 14275.238245130435

Permutacion Pos1: (260(Ciudad: 149)) -> Pos2: (28(Ciudad: 68)). Coste sin permutar: 14275.238245130435, Coste con permutacion: 14173.371596498575

Permutacion Pos1: (154(Ciudad: 249)) -> Pos2: (136(Ciudad: 211)). Coste sin permutar: 14173.371596498575, Coste con permutacion: 14096.966815604275

Permutacion Pos1: (104(Ciudad: 90)) -> Pos2: (180(Ciudad: 208)). Coste sin permutar: 14096.966815604275, Coste con permutacion: 14060.758008323963

Permutacion Pos1: (205(Ciudad: 193)) -> Pos2: (124(Ciudad: 250)). Coste sin permutar: 14060.758008323963, Coste con permutacion: 14024.879426965896

Permutacion Pos1: (151(Ciudad: 80)) -> Pos2: (211(Ciudad: 42)). Coste sin permutar: 14024.879426965896, Coste con permutacion: 13969.347250289813

Permutacion Pos1: (247(Ciudad: 77)) -> Pos2: (257(Ciudad: 235)). Coste sin permutar: 13969.347250289813, Coste con permutacion: 13895.523537139981

Permutacion Pos1: (183(Ciudad: 105)) -> Pos2: (157(Ciudad: 169)). Coste sin permutar: 13895.523537139981, Coste con permutacion: 13823.069361320226

Permutacion Pos1: (243(Ciudad: 155)) -> Pos2: (16(Ciudad: 74)). Coste sin permutar: 13823.069361320226, Coste con permutacion: 13762.766644171317

Permutacion Pos1: (122(Ciudad: 129)) -> Pos2: (51(Ciudad: 195)). Coste sin permutar: 13762.766644171317, Coste con permutacion: 13689.935588053835

Permutacion Pos1: (146(Ciudad: 167)) -> Pos2: (178(Ciudad: 61)). Coste sin permutar: 13689.935588053835, Coste con permutacion: 13676.969482095485

Permutacion Pos1: (22(Ciudad: 177)) -> Pos2: (1(Ciudad: 136)). Coste sin permutar: 13676.969482095485, Coste con permutacion: 13635.246140804318

Permutacion Pos1: (235(Ciudad: 148)) -> Pos2: (13(Ciudad: 99)). Coste sin permutar: 13635.246140804318, Coste con permutacion: 13560.001387192071

Permutacion Pos1: (246(Ciudad: 212)) -> Pos2: (121(Ciudad: 50)). Coste sin permutar: 13560.001387192071, Coste con permutacion: 13538.455920116867

Permutacion Pos1: (276(Ciudad: 25)) -> Pos2: (171(Ciudad: 280)). Coste sin permutar: 13538.455920116867, Coste con permutacion: 13478.29015790969

Permutacion Pos1: (180(Ciudad: 18)) -> Pos2: (69(Ciudad: 90)). Coste sin permutar: 13478.29015790969, Coste con permutacion: 13422.434723806455

Permutacion Pos1: (57(Ciudad: 84)) -> Pos2: (244(Ciudad: 200)). Coste sin permutar: 13422.434723806455, Coste con permutacion: 13395.982390654868

Permutacion Pos1: (96(Ciudad: 6)) -> Pos2: (275(Ciudad: 253)). Coste sin permutar: 13395.982390654868, Coste con permutacion: 13342.882156139629

Permutacion Pos1: (254(Ciudad: 261)) -> Pos2: (256(Ciudad: 5)). Coste sin permutar: 13342.882156139629, Coste con permutacion: 13296.069119001248

Permutacion Pos1: (0(Ciudad: 222)) -> Pos2: (270(Ciudad: 152)). Coste sin permutar: 13296.069119001248, Coste con permutacion: 13273.743942435221

Permutacion Pos1: (64(Ciudad: 149)) -> Pos2: (28(Ciudad: 126)). Coste sin permutar: 13273.743942435221, Coste con permutacion: 13245.663299245933

Permutacion Pos1: (79(Ciudad: 262)) -> Pos2: (100(Ciudad: 107)). Coste sin permutar: 13245.663299245933, Coste con permutacion: 13221.698627152271

Permutacion Pos1: (188(Ciudad: 64)) -> Pos2: (149(Ciudad: 117)). Coste sin permutar: 13221.698627152271, Coste con permutacion: 13199.954710929256

Permutacion Pos1: (182(Ciudad: 108)) -> Pos2: (116(Ciudad: 82)). Coste sin permutar: 13199.954710929256, Coste con permutacion: 13179.901061494918

Permutacion Pos1: (248(Ciudad: 197)) -> Pos2: (126(Ciudad: 226)). Coste sin permutar: 13179.901061494918, Coste con permutacion: 13105.548117302906

Permutacion Pos1: (93(Ciudad: 254)) -> Pos2: (95(Ciudad: 12)). Coste sin permutar: 13105.548117302906, Coste con permutacion: 13066.434085809133

Permutacion Pos1: (31(Ciudad: 165)) -> Pos2: (108(Ciudad: 154)). Coste sin permutar: 13066.434085809133, Coste con permutacion: 12981.592859535765

Permutacion Pos1: (239(Ciudad: 132)) -> Pos2: (70(Ciudad: 77)). Coste sin permutar: 12981.592859535765, Coste con permutacion: 12952.51581325371

Permutacion Pos1: (76(Ciudad: 1)) -> Pos2: (279(Ciudad: 174)). Coste sin permutar: 12952.51581325371, Coste con permutacion: 12879.159037111265

Permutacion Pos1: (78(Ciudad: 267)) -> Pos2: (17(Ciudad: 111)). Coste sin permutar: 12879.159037111265, Coste con permutacion: 12855.187254634297

Permutacion Pos1: (183(Ciudad: 16)) -> Pos2: (45(Ciudad: 169)). Coste sin permutar: 12855.187254634297, Coste con permutacion: 12802.081849497754

Permutacion Pos1: (1(Ciudad: 271)) -> Pos2: (94(Ciudad: 177)). Coste sin permutar: 12802.081849497754, Coste con permutacion: 12760.32298306201

Permutacion Pos1: (186(Ciudad: 92)) -> Pos2: (157(Ciudad: 220)). Coste sin permutar: 12760.32298306201, Coste con permutacion: 12735.880685088532

Permutacion Pos1: (24(Ciudad: 234)) -> Pos2: (218(Ciudad: 265)). Coste sin permutar: 12735.880685088532, Coste con permutacion: 12682.66515629607

Permutacion Pos1: (162(Ciudad: 193)) -> Pos2: (127(Ciudad: 112)). Coste sin permutar: 12682.66515629607, Coste con permutacion: 12648.574507354344

Permutacion Pos1: (144(Ciudad: 35)) -> Pos2: (220(Ciudad: 83)). Coste sin permutar: 12648.574507354344, Coste con permutacion: 12593.809419142242

Permutacion Pos1: (239(Ciudad: 84)) -> Pos2: (244(Ciudad: 77)). Coste sin permutar: 12593.809419142242, Coste con permutacion: 12569.118732327539

Permutacion Pos1: (138(Ciudad: 269)) -> Pos2: (49(Ciudad: 228)). Coste sin permutar: 12569.118732327539, Coste con permutacion: 12518.08483828589

Permutacion Pos1: (100(Ciudad: 250)) -> Pos2: (205(Ciudad: 262)). Coste sin permutar: 12518.08483828589, Coste con permutacion: 12488.890677991443

Permutacion Pos1: (200(Ciudad: 48)) -> Pos2: (222(Ciudad: 36)). Coste sin permutar: 12488.890677991443, Coste con permutacion: 12391.344174259955

Permutacion Pos1: (211(Ciudad: 44)) -> Pos2: (165(Ciudad: 80)). Coste sin permutar: 12391.344174259955, Coste con permutacion: 12368.04534202236

Permutacion Pos1: (216(Ciudad: 152)) -> Pos2: (0(Ciudad: 229)). Coste sin permutar: 12368.04534202236, Coste con permutacion: 12335.20593828897

Permutacion Pos1: (125(Ciudad: 211)) -> Pos2: (128(Ciudad: 192)). Coste sin permutar: 12335.20593828897, Coste con permutacion: 12318.935762462057

Permutacion Pos1: (264(Ciudad: 223)) -> Pos2: (252(Ciudad: 240)). Coste sin permutar: 12318.935762462057, Coste con permutacion: 12282.862377539841

Permutacion Pos1: (110(Ciudad: 144)) -> Pos2: (47(Ciudad: 189)). Coste sin permutar: 12282.862377539841, Coste con permutacion: 12243.414856993431

Permutacion Pos1: (147(Ciudad: 255)) -> Pos2: (130(Ciudad: 62)). Coste sin permutar: 12243.414856993431, Coste con permutacion: 12227.277769343555

Permutacion Pos1: (140(Ciudad: 272)) -> Pos2: (201(Ciudad: 215)). Coste sin permutar: 12227.277769343555, Coste con permutacion: 12177.688548258919

Permutacion Pos1: (101(Ciudad: 257)) -> Pos2: (99(Ciudad: 258)). Coste sin permutar: 12177.688548258919, Coste con permutacion: 12147.631102067213

Permutacion Pos1: (107(Ciudad: 193)) -> Pos2: (127(Ciudad: 190)). Coste sin permutar: 12147.631102067213, Coste con permutacion: 12123.12569780942

Permutacion Pos1: (189(Ciudad: 4)) -> Pos2: (231(Ciudad: 45)). Coste sin permutar: 12123.12569780942, Coste con permutacion: 12100.040185384154

Permutacion Pos1: (65(Ciudad: 59)) -> Pos2: (192(Ciudad: 124)). Coste sin permutar: 12100.040185384154, Coste con permutacion: 12074.862236914809

Permutacion Pos1: (15(Ciudad: 214)) -> Pos2: (104(Ciudad: 138)). Coste sin permutar: 12074.862236914809, Coste con permutacion: 12035.41003487858

Permutacion Pos1: (23(Ciudad: 205)) -> Pos2: (175(Ciudad: 137)). Coste sin permutar: 12035.41003487858, Coste con permutacion: 12016.633131166545

Permutacion Pos1: (136(Ciudad: 152)) -> Pos2: (0(Ciudad: 249)). Coste sin permutar: 12016.633131166545, Coste con permutacion: 12005.764418168368

Permutacion Pos1: (239(Ciudad: 5)) -> Pos2: (254(Ciudad: 77)). Coste sin permutar: 12005.764418168368, Coste con permutacion: 11984.309580774272

Permutacion Pos1: (218(Ciudad: 10)) -> Pos2: (173(Ciudad: 234)). Coste sin permutar: 11984.309580774272, Coste con permutacion: 11949.676252520836

Permutacion Pos1: (45(Ciudad: 232)) -> Pos2: (217(Ciudad: 16)). Coste sin permutar: 11949.676252520836, Coste con permutacion: 11927.26895470346

Permutacion Pos1: (222(Ciudad: 272)) -> Pos2: (201(Ciudad: 48)). Coste sin permutar: 11927.26895470346, Coste con permutacion: 11916.761340694266

Permutacion Pos1: (161(Ciudad: 113)) -> Pos2: (144(Ciudad: 109)). Coste sin permutar: 11916.761340694266, Coste con permutacion: 11904.143220111127

Permutacion Pos1: (70(Ciudad: 239)) -> Pos2: (266(Ciudad: 132)). Coste sin permutar: 11904.143220111127, Coste con permutacion: 11849.968661874675

Permutacion Pos1: (118(Ciudad: 223)) -> Pos2: (252(Ciudad: 22)). Coste sin permutar: 11849.968661874675, Coste con permutacion: 11787.855307696305

Permutacion Pos1: (157(Ciudad: 198)) -> Pos2: (6(Ciudad: 92)). Coste sin permutar: 11787.855307696305, Coste con permutacion: 11780.587300119183

Permutacion Pos1: (185(Ciudad: 138)) -> Pos2: (15(Ciudad: 219)). Coste sin permutar: 11780.587300119183, Coste con permutacion: 11757.574996410234

Permutacion Pos1: (279(Ciudad: 152)) -> Pos2: (0(Ciudad: 5)). Coste sin permutar: 11757.574996410234, Coste con permutacion: 11744.954304884857

Permutacion Pos1: (1(Ciudad: 124)) -> Pos2: (65(Ciudad: 177)). Coste sin permutar: 11744.954304884857, Coste con permutacion: 11718.721152950218

Permutacion Pos1: (152(Ciudad: 240)) -> Pos2: (250(Ciudad: 41)). Coste sin permutar: 11718.721152950218, Coste con permutacion: 11714.38375541678

Permutacion Pos1: (59(Ciudad: 50)) -> Pos2: (246(Ciudad: 264)). Coste sin permutar: 11714.38375541678, Coste con permutacion: 11672.917190428523

Permutacion Pos1: (103(Ciudad: 73)) -> Pos2: (258(Ciudad: 217)). Coste sin permutar: 11672.917190428523, Coste con permutacion: 11646.5189187626

Permutacion Pos1: (182(Ciudad: 266)) -> Pos2: (18(Ciudad: 170)). Coste sin permutar: 11646.5189187626, Coste con permutacion: 11600.570676039011

Permutacion Pos1: (73(Ciudad: 155)) -> Pos2: (22(Ciudad: 32)). Coste sin permutar: 11600.570676039011, Coste con permutacion: 11577.132932898943

Permutacion Pos1: (210(Ciudad: 270)) -> Pos2: (46(Ciudad: 67)). Coste sin permutar: 11577.132932898943, Coste con permutacion: 11566.28857400611

Permutacion Pos1: (190(Ciudad: 109)) -> Pos2: (161(Ciudad: 46)). Coste sin permutar: 11566.28857400611, Coste con permutacion: 11561.670664861107

Permutacion Pos1: (245(Ciudad: 208)) -> Pos2: (97(Ciudad: 51)). Coste sin permutar: 11561.670664861107, Coste con permutacion: 11559.453858491279

Permutacion Pos1: (253(Ciudad: 202)) -> Pos2: (128(Ciudad: 224)). Coste sin permutar: 11559.453858491279, Coste con permutacion: 11544.86722634619

Permutacion Pos1: (54(Ciudad: 145)) -> Pos2: (66(Ciudad: 125)). Coste sin permutar: 11544.86722634619, Coste con permutacion: 11535.572745157508

Permutacion Pos1: (115(Ciudad: 17)) -> Pos2: (45(Ciudad: 107)). Coste sin permutar: 11535.572745157508, Coste con permutacion: 11511.633603156462

Permutacion Pos1: (195(Ciudad: 27)) -> Pos2: (61(Ciudad: 81)). Coste sin permutar: 11511.633603156462, Coste con permutacion: 11503.62119030633

Permutacion Pos1: (61(Ciudad: 137)) -> Pos2: (23(Ciudad: 27)). Coste sin permutar: 11503.62119030633, Coste con permutacion: 11480.531846457232

Permutacion Pos1: (97(Ciudad: 161)) -> Pos2: (153(Ciudad: 208)). Coste sin permutar: 11480.531846457232, Coste con permutacion: 11441.227087374036

Permutacion Pos1: (69(Ciudad: 147)) -> Pos2: (19(Ciudad: 18)). Coste sin permutar: 11441.227087374036, Coste con permutacion: 11420.680599747535

Permutacion Pos1: (115(Ciudad: 220)) -> Pos2: (186(Ciudad: 107)). Coste sin permutar: 11420.680599747535, Coste con permutacion: 11386.438749971403

Permutacion Pos1: (167(Ciudad: 254)) -> Pos2: (95(Ciudad: 87)). Coste sin permutar: 11386.438749971403, Coste con permutacion: 11368.536407818232

Permutacion Pos1: (259(Ciudad: 65)) -> Pos2: (146(Ciudad: 75)). Coste sin permutar: 11368.536407818232, Coste con permutacion: 11356.90586816603

Permutacion Pos1: (117(Ciudad: 150)) -> Pos2: (66(Ciudad: 117)). Coste sin permutar: 11356.90586816603, Coste con permutacion: 11314.035658543387

Permutacion Pos1: (104(Ciudad: 57)) -> Pos2: (191(Ciudad: 214)). Coste sin permutar: 11314.035658543387, Coste con permutacion: 11298.37330232068

Permutacion Pos1: (30(Ciudad: 81)) -> Pos2: (195(Ciudad: 142)). Coste sin permutar: 11298.37330232068, Coste con permutacion: 11283.178645301732

Permutacion Pos1: (68(Ciudad: 44)) -> Pos2: (163(Ciudad: 135)). Coste sin permutar: 11283.178645301732, Coste con permutacion: 11272.730445399202

Permutacion Pos1: (167(Ciudad: 162)) -> Pos2: (154(Ciudad: 87)). Coste sin permutar: 11272.730445399202, Coste con permutacion: 11268.924794538832

Permutacion Pos1: (19(Ciudad: 32)) -> Pos2: (73(Ciudad: 147)). Coste sin permutar: 11268.924794538832, Coste con permutacion: 11250.060053960586

Permutacion Pos1: (214(Ciudad: 240)) -> Pos2: (250(Ciudad: 7)). Coste sin permutar: 11250.060053960586, Coste con permutacion: 11243.045820580377

Permutacion Pos1: (80(Ciudad: 55)) -> Pos2: (262(Ciudad: 172)). Coste sin permutar: 11243.045820580377, Coste con permutacion: 11234.489502628812

Permutacion Pos1: (174(Ciudad: 177)) -> Pos2: (1(Ciudad: 275)). Coste sin permutar: 11234.489502628812, Coste con permutacion: 11212.039314239042

Permutacion Pos1: (52(Ciudad: 170)) -> Pos2: (182(Ciudad: 123)). Coste sin permutar: 11212.039314239042, Coste con permutacion: 11183.8914422982

Permutacion Pos1: (249(Ciudad: 97)) -> Pos2: (272(Ciudad: 246)). Coste sin permutar: 11183.8914422982, Coste con permutacion: 11181.412964040906

Permutacion Pos1: (121(Ciudad: 254)) -> Pos2: (95(Ciudad: 203)). Coste sin permutar: 11181.412964040906, Coste con permutacion: 11162.222568439298

Permutacion Pos1: (141(Ciudad: 209)) -> Pos2: (208(Ciudad: 213)). Coste sin permutar: 11162.222568439298, Coste con permutacion: 11142.178819668732

Permutacion Pos1: (79(Ciudad: 235)) -> Pos2: (223(Ciudad: 105)). Coste sin permutar: 11142.178819668732, Coste con permutacion: 11141.257666524923

Permutacion Pos1: (116(Ciudad: 202)) -> Pos2: (128(Ciudad: 108)). Coste sin permutar: 11141.257666524923, Coste con permutacion: 11117.449854744138

Permutacion Pos1: (35(Ciudad: 21)) -> Pos2: (55(Ciudad: 175)). Coste sin permutar: 11117.449854744138, Coste con permutacion: 11104.418752343267

Permutacion Pos1: (115(Ciudad: 148)) -> Pos2: (57(Ciudad: 111)). Coste sin permutar: 11104.418752343267, Coste con permutacion: 11088.384893214157

Permutacion Pos1: (174(Ciudad: 20)) -> Pos2: (50(Ciudad: 275)). Coste sin permutar: 11088.384893214157, Coste con permutacion: 11087.166398867414

